Results generated by BModes (v1.03.01, 25-Sept-2007, compiled using double precision) on 01-Dec-2018 at 20:35:30.
Created 01-Dec-2018 20:35:30.                                                                      
=================================================================================

            rotating blade frequencies & mode shapes
            --- only first  20 modes printed


 -------- Mode No.   1  (freq = 0.74409E+00 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist
 0.8500	 0.000678	-0.026049	 0.009317	-0.180440	-0.019474
 0.8750	 	 	 	 	-0.005660
 0.9000	-0.001036	-0.033422	-0.003721	-0.337075	 0.008066
 0.9250	 	 	 	 	 0.018385
 0.9500	-0.001362	 0.021524	-0.023384	-0.444564	 0.012240
 0.9750	 	 	 	 	-0.141351
 1.0000	 0.008568	 0.273466	-0.051566	-0.623822	-0.222315


 -------- Mode No.  12  (freq = 0.20510E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.001059
 0.0500	-0.000112	-0.004219	-0.000017	-0.000636	 0.002102
 0.0750	 	 	 	 	 0.003376
 0.1000	-0.000398	-0.007070	-0.000061	-0.001109	 0.004567
 0.1250	 	 	 	 	 0.007403
 0.1500	-0.000791	-0.008244	-0.000123	-0.001295	 0.009875
 0.1750	 	 	 	 	 0.012762
 0.2000	-0.001123	-0.004738	-0.000174	-0.000660	 0.014682
 0.2250	 	 	 	 	 0.017663
 0.2500	-0.001144	 0.003962	-0.000168	 0.000878	 0.017127
 0.2750	 	 	 	 	 0.007306
 0.3000	-0.000710	 0.012877	-0.000087	 0.002265	-0.008479
 0.3250	 	 	 	 	-0.029499
 0.3500	 0.000003	 0.014662	 0.000032	 0.002338	-0.050053
 0.3750	 	 	 	 	-0.068226
 0.4000	 0.000544	 0.006169	 0.000113	 0.000793	-0.079071
 0.4250	 	 	 	 	-0.081390
 0.4500	 0.000442	-0.010100	 0.000089	-0.001723	-0.075001
 0.4750	 	 	 	 	-0.059249
 0.5000	-0.000454	-0.023881	-0.000051	-0.003609	-0.039202
 0.5250	 	 	 	 	-0.014926
 0.5500	-0.001576	-0.017954	-0.000222	-0.002874	 0.004143
 0.5750	 	 	 	 	 0.017549
 0.6000	-0.001690	 0.014218	-0.000276	 0.000725	 0.017615
 0.6250	 	 	 	 	 0.002163
 0.6500	-0.000066	 0.045298	-0.000138	 0.004322	-0.021142
 0.6750	 	 	 	 	-0.051151
 0.7000	 0.001845	 0.022122	 0.000084	 0.003994	-0.068499
 0.7250	 	 	 	 	-0.066592
 0.7500	 0.001229	-0.043863	 0.000197	 0.000669	-0.040491
 0.7750	 	 	 	 	 0.013835
 0.8000	-0.001560	-0.052466	 0.000165	-0.001451	 0.065373
 0.8250	 	 	 	 	 0.112011
 0.8500	-0.002016	 0.039387	 0.000082	-0.001833	 0.120274
 0.8750	 	 	 	 	 0.088198
 0.9000	 0.002166	 0.106440	-0.000027	-0.002893	 0.041705
 0.9250	 	 	 	 	-0.013143
 0.9500	 0.005297	 0.004952	-0.000228	-0.005011	-0.013395
 0.9750	 	 	 	 	 0.372340
 1.0000	-0.016727	-0.631369	-0.000613	-0.008790	 0.592772


 -------- Mode No.  13  (freq = 0.22209E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.000054
 0.0500	-0.000098	-0.003802	 0.000504	 0.019545	 0.000142
 0.0750	 	 	 	 	 0.000216
 0.1000	-0.000309	-0.004706	 0.001636	 0.025855	 0.000274
 0.1250	 	 	 	 	 0.000533
 0.1500	-0.000444	-0.000546	 0.002563	 0.010721	 0.000776
 0.1750	 	 	 	 	 0.001238
 0.2000	-0.000304	 0.006242	 0.002399	-0.018250	 0.001917
 0.2250	 	 	 	 	 0.004568
 0.2500	 0.000079	 0.009379	 0.001026	-0.038088	 0.007667
 0.2750	 	 	 	 	 0.016757
 0.3000	 0.000525	 0.009110	-0.000937	-0.042059	 0.026306
 0.3250	 	 	 	 	 0.036965
 0.3500	 0.000888	 0.005790	-0.002570	-0.025246	 0.046839
 0.3750	 	 	 	 	 0.055797
 0.4000	 0.001044	 0.001142	-0.002982	 0.006402	 0.063356
 0.4250	 	 	 	 	 0.070108
 0.4500	 0.000963	-0.003810	-0.001713	 0.041528	 0.075627
 0.4750	 	 	 	 	 0.080473
 0.5000	 0.000635	-0.008673	 0.001076	 0.066497	 0.082694
 0.5250	 	 	 	 	 0.083126
 0.5500	 0.000186	-0.008590	 0.004513	 0.067218	 0.081724
 0.5750	 	 	 	 	 0.077250
 0.6000	-0.000102	-0.002327	 0.007188	 0.035915	 0.070747
 0.6250	 	 	 	 	 0.059389
 0.6500	 0.000035	 0.007450	 0.007490	-0.026548	 0.046707
 0.6750	 	 	 	 	 0.029822
 0.7000	 0.000519	 0.010355	 0.004455	-0.094936	 0.015794
 0.7250	 	 	 	 	 0.003258
 0.7500	 0.000793	-0.000177	-0.001374	-0.135238	-0.001396
 0.7750	 	 	 	 	 0.002061
 0.8000	 0.000481	-0.009880	-0.007615	-0.109983	 0.011504
 0.8250	 	 	 	 	 0.026858
 0.8500	 0.000139	-0.001361	-0.010428	 0.000598	 0.038316
 0.8750	 	 	 	 	 0.045883
 0.9000	 0.000493	 0.013175	-0.006687	 0.144694	 0.047541
 0.9250	 	 	 	 	 0.047319
 0.9500	 0.001026	 0.005350	 0.004104	 0.273963	 0.050413
 0.9750	 	 	 	 	 0.120369
 1.0000	-0.001477	-0.073913	 0.025624	 0.511967	 0.157361


 -------- Mode No.  14  (freq = 0.25625E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	-0.001871
 0.0500	 0.000163	 0.006085	 0.000047	 0.001772	-0.003700
 0.0750	 	 	 	 	-0.005893
 0.1000	 0.000564	 0.009627	 0.000163	 0.002757	-0.007873
 0.1250	 	 	 	 	-0.012364
 0.1500	 0.001054	 0.009261	 0.000302	 0.002628	-0.016003
 0.1750	 	 	 	 	-0.019664
 0.2000	 0.001347	 0.002087	 0.000386	 0.000587	-0.021262
 0.2250	 	 	 	 	-0.019652
 0.2500	 0.001129	-0.010381	 0.000329	-0.002737	-0.011852
 0.2750	 	 	 	 	 0.021142
 0.3000	 0.000411	-0.016661	 0.000132	-0.004793	 0.058365
 0.3250	 	 	 	 	 0.095625
 0.3500	-0.000242	-0.007793	-0.000084	-0.003567	 0.120643
 0.3750	 	 	 	 	 0.129592
 0.4000	-0.000137	 0.011976	-0.000169	 0.000188	 0.119665
 0.4250	 	 	 	 	 0.093473
 0.4500	 0.000884	 0.026263	-0.000063	 0.003679	 0.059721
 0.4750	 	 	 	 	 0.020888
 0.5000	 0.001995	 0.014385	 0.000138	 0.003846	-0.007093
 0.5250	 	 	 	 	-0.020672
 0.5500	 0.001717	-0.025388	 0.000240	 0.000269	-0.013132
 0.5750	 	 	 	 	 0.017638
 0.6000	-0.000380	-0.050583	 0.000158	-0.002884	 0.054682
 0.6250	 	 	 	 	 0.093436
 0.6500	-0.002011	-0.007094	 0.000034	-0.001630	 0.104095
 0.6750	 	 	 	 	 0.075220
 0.7000	-0.000217	 0.066726	 0.000042	 0.001140	 0.017424
 0.7250	 	 	 	 	-0.069963
 0.7500	 0.002450	 0.019922	 0.000047	-0.001640	-0.126644
 0.7750	 	 	 	 	-0.137001
 0.8000	 0.000312	-0.093213	-0.000137	-0.004923	-0.092364
 0.8250	 	 	 	 	 0.000659
 0.8500	-0.003919	-0.042907	-0.000297	-0.000522	 0.058901
 0.8750	 	 	 	 	 0.048108
 0.9000	-0.001009	 0.142270	-0.000118	 0.007030	-0.031699
 0.9250	 	 	 	 	-0.184911
 0.9500	 0.006416	 0.107904	 0.000352	 0.011138	-0.241528
 0.9750	 	 	 	 	 0.136993
 1.0000	-0.016439	-0.708374	 0.001126	 0.017645	 0.419436


 -------- Mode No.  15  (freq = 0.27904E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	-0.000184
 0.0500	-0.000155	-0.005791	 0.000641	 0.023819	-0.000364
 0.0750	 	 	 	 	-0.000581
 0.1000	-0.000515	-0.008400	 0.002109	 0.034046	-0.000785
 0.1250	 	 	 	 	-0.001292
 0.1500	-0.000935	-0.007976	 0.003769	 0.030491	-0.001780
 0.1750	 	 	 	 	-0.002481
 0.2000	-0.001211	-0.002779	 0.004722	 0.006348	-0.003201
 0.2250	 	 	 	 	-0.006006
 0.2500	-0.001156	 0.005050	 0.004204	-0.027280	-0.009441
 0.2750	 	 	 	 	-0.020232
 0.3000	-0.000707	 0.012385	 0.001993	-0.060030	-0.031365
 0.3250	 	 	 	 	-0.042288
 0.3500	-0.000054	 0.013012	-0.001287	-0.069299	-0.049807
 0.3750	 	 	 	 	-0.052930
 0.4000	 0.000430	 0.005961	-0.004255	-0.047543	-0.050510
 0.4250	 	 	 	 	-0.042835
 0.4500	 0.000450	-0.004839	-0.005470	-0.000136	-0.031848
 0.4750	 	 	 	 	-0.017388
 0.5000	 0.000001	-0.011989	-0.004031	 0.056772	-0.004430
 0.5250	 	 	 	 	 0.006542
 0.5500	-0.000535	-0.008455	-0.000191	 0.093986	 0.010950
 0.5750	 	 	 	 	 0.007847
 0.6000	-0.000673	 0.002143	 0.004461	 0.087717	-0.002007
 0.6250	 	 	 	 	-0.019842
 0.6500	-0.000425	 0.005537	 0.007312	 0.022940	-0.036047
 0.6750	 	 	 	 	-0.050168
 0.7000	-0.000393	-0.003980	 0.005984	-0.074536	-0.054923
 0.7250	 	 	 	 	-0.051183
 0.7500	-0.000613	-0.001320	 0.000167	-0.149735	-0.043363
 0.7750	 	 	 	 	-0.034504
 0.8000	-0.000206	 0.017085	-0.007149	-0.131136	-0.029911
 0.8250	 	 	 	 	-0.025331
 0.8500	 0.000700	 0.013255	-0.010172	 0.018547	-0.014652
 0.8750	 	 	 	 	 0.013781
 0.9000	 0.000515	-0.018804	-0.004067	 0.220827	 0.051903
 0.9250	 	 	 	 	 0.112114
 0.9500	-0.000586	-0.015750	 0.011956	 0.401795	 0.142066
 0.9750	 	 	 	 	 0.166876
 1.0000	 0.003605	 0.128961	 0.044372	 0.757853	 0.147419


 -------- Mode No.  16  (freq = 0.30804E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.000171
 0.0500	-0.000033	-0.001220	-0.000008	-0.000302	 0.000335
 0.0750	 	 	 	 	 0.000523
 0.1000	-0.000112	-0.001886	-0.000028	-0.000461	 0.000671
 0.1250	 	 	 	 	 0.000919
 0.1500	-0.000206	-0.001749	-0.000050	-0.000406	 0.000984
 0.1750	 	 	 	 	 0.000716
 0.2000	-0.000263	-0.000518	-0.000062	-0.000065	 0.000014
 0.2250	 	 	 	 	-0.003787
 0.2500	-0.000248	 0.000873	-0.000054	 0.000324	-0.008626
 0.2750	 	 	 	 	-0.022713
 0.3000	-0.000218	-0.000169	-0.000038	 0.000237	-0.035282
 0.3250	 	 	 	 	-0.045096
 0.3500	-0.000313	-0.003827	-0.000041	-0.000363	-0.049504
 0.3750	 	 	 	 	-0.048951
 0.4000	-0.000585	-0.006671	-0.000073	-0.000867	-0.045217
 0.4250	 	 	 	 	-0.040990
 0.4500	-0.000882	-0.004587	-0.000113	-0.000624	-0.039542
 0.4750	 	 	 	 	-0.043158
 0.5000	-0.000936	 0.002194	-0.000120	 0.000303	-0.052290
 0.5250	 	 	 	 	-0.067979
 0.5500	-0.000716	 0.004912	-0.000087	 0.000839	-0.084480
 0.5750	 	 	 	 	-0.102200
 0.6000	-0.000685	-0.004815	-0.000059	 0.000208	-0.112316
 0.6250	 	 	 	 	-0.115400
 0.6500	-0.001243	-0.014904	-0.000072	-0.000504	-0.111969
 0.6750	 	 	 	 	-0.106468
 0.7000	-0.001685	 0.000643	-0.000081	 0.000295	-0.106773
 0.7250	 	 	 	 	-0.117094
 0.7500	-0.001040	 0.020890	-0.000040	 0.001118	-0.129766
 0.7750	 	 	 	 	-0.135763
 0.8000	-0.000262	 0.006435	-0.000001	 0.000354	-0.119596
 0.8250	 	 	 	 	-0.065381
 0.8500	-0.000400	-0.003938	-0.000006	-0.000316	 0.000322
 0.8750	 	 	 	 	 0.076125
 0.9000	 0.000321	 0.035827	-0.000011	 0.000150	 0.123894
 0.9250	 	 	 	 	 0.164629
 0.9500	 0.002805	 0.051142	 0.000004	 0.000347	 0.194098
 0.9750	 	 	 	 	 0.522441
 1.0000	 0.000898	-0.079259	 0.000020	 0.000323	 0.678592


 -------- Mode No.  17  (freq = 0.32462E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	-0.000669
 0.0500	 0.000027	 0.000994	 0.000005	 0.000167	-0.001315
 0.0750	 	 	 	 	-0.002073
 0.1000	 0.000088	 0.001357	 0.000015	 0.000230	-0.002736
 0.1250	 	 	 	 	-0.004192
 0.1500	 0.000140	 0.000552	 0.000023	 0.000070	-0.005348
 0.1750	 	 	 	 	-0.006515
 0.2000	 0.000120	-0.001407	 0.000018	-0.000295	-0.007098
 0.2250	 	 	 	 	-0.007373
 0.2500	-0.000012	-0.003728	-0.000008	-0.000697	-0.006484
 0.2750	 	 	 	 	-0.002746
 0.3000	-0.000210	-0.003847	-0.000043	-0.000628	 0.000039
 0.3250	 	 	 	 	 0.000054
 0.3500	-0.000342	-0.001344	-0.000061	-0.000088	-0.004036
 0.3750	 	 	 	 	-0.012739
 0.4000	-0.000340	 0.000938	-0.000052	 0.000386	-0.023967
 0.4250	 	 	 	 	-0.036232
 0.4500	-0.000313	-0.000555	-0.000033	 0.000246	-0.046664
 0.4750	 	 	 	 	-0.055221
 0.5000	-0.000475	-0.006023	-0.000039	-0.000463	-0.059812
 0.5250	 	 	 	 	-0.061871
 0.5500	-0.000873	-0.008870	-0.000075	-0.000866	-0.063177
 0.5750	 	 	 	 	-0.067471
 0.6000	-0.001172	-0.002404	-0.000106	-0.000271	-0.076486
 0.6250	 	 	 	 	-0.094782
 0.6500	-0.001058	 0.004940	-0.000095	 0.000554	-0.114468
 0.6750	 	 	 	 	-0.135505
 0.7000	-0.000965	-0.003200	-0.000068	 0.000437	-0.145231
 0.7250	 	 	 	 	-0.141488
 0.7500	-0.001327	-0.007336	-0.000051	 0.000384	-0.126384
 0.7750	 	 	 	 	-0.101934
 0.8000	-0.001153	 0.016488	-0.000016	 0.001023	-0.081935
 0.8250	 	 	 	 	-0.059149
 0.8500	 0.000167	 0.029677	 0.000032	 0.000687	-0.032965
 0.8750	 	 	 	 	 0.017538
 0.9000	 0.000984	 0.002650	 0.000029	-0.000733	 0.082107
 0.9250	 	 	 	 	 0.190393
 0.9500	 0.000800	 0.000584	-0.000038	-0.001765	 0.259217
 0.9750	 	 	 	 	 0.557493
 1.0000	 0.005414	 0.136892	-0.000188	-0.003567	 0.640261


 -------- Mode No.  18  (freq = 0.38030E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.003364
 0.0500	-0.000201	-0.007267	-0.000061	-0.002207	 0.006567
 0.0750	 	 	 	 	 0.010183
 0.1000	-0.000643	-0.009776	-0.000194	-0.002929	 0.013088
 0.1250	 	 	 	 	 0.018556
 0.1500	-0.001015	-0.004181	-0.000306	-0.001298	 0.021718
 0.1750	 	 	 	 	 0.022316
 0.2000	-0.000933	 0.007279	-0.000285	 0.002127	 0.018718
 0.2250	 	 	 	 	-0.004651
 0.2500	-0.000327	 0.014637	-0.000105	 0.004554	-0.032826
 0.2750	 	 	 	 	-0.101965
 0.3000	 0.000135	 0.001177	 0.000080	 0.002248	-0.142209
 0.3250	 	 	 	 	-0.141187
 0.3500	-0.000374	-0.019839	 0.000068	-0.002460	-0.099737
 0.3750	 	 	 	 	-0.032226
 0.4000	-0.001404	-0.016445	-0.000105	-0.003672	 0.026748
 0.4250	 	 	 	 	 0.055917
 0.4500	-0.001398	 0.017444	-0.000198	 0.000117	 0.043406
 0.4750	 	 	 	 	-0.010558
 0.5000	 0.000147	 0.036023	-0.000094	 0.003134	-0.076072
 0.5250	 	 	 	 	-0.133903
 0.5500	 0.000936	-0.010389	-0.000006	-0.000122	-0.145689
 0.5750	 	 	 	 	-0.099208
 0.6000	-0.001095	-0.056405	-0.000117	-0.003009	-0.024111
 0.6250	 	 	 	 	 0.057304
 0.6500	-0.002400	 0.016964	-0.000138	 0.002820	 0.070270
 0.6750	 	 	 	 	-0.005395
 0.7000	 0.000832	 0.078653	 0.000139	 0.005949	-0.108544
 0.7250	 	 	 	 	-0.184742
 0.7500	 0.001463	-0.061031	 0.000212	-0.003260	-0.138748
 0.7750	 	 	 	 	 0.035099
 0.8000	-0.002564	-0.047896	-0.000067	-0.005647	 0.174642
 0.8250	 	 	 	 	 0.192445
 0.8500	 0.000404	 0.134410	-0.000181	 0.000526	 0.057865
 0.8750	 	 	 	 	-0.135571
 0.9000	 0.003539	-0.061560	-0.000100	 0.002232	-0.159289
 0.9250	 	 	 	 	 0.067327
 0.9500	-0.006032	-0.220921	 0.000091	 0.005721	 0.242389
 0.9750	 	 	 	 	 0.238674
 1.0000	 0.012982	 0.687202	 0.000830	 0.018496	-0.049481


 -------- Mode No.  19  (freq = 0.39549E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.000695
 0.0500	 0.000135	 0.004902	-0.000539	-0.019480	 0.001355
 0.0750	 	 	 	 	 0.002114
 0.1000	 0.000425	 0.006419	-0.001668	-0.024519	 0.002767
 0.1250	 	 	 	 	 0.004233
 0.1500	 0.000699	 0.004168	-0.002636	-0.012360	 0.005503
 0.1750	 	 	 	 	 0.007097
 0.2000	 0.000766	-0.001640	-0.002592	 0.014738	 0.008479
 0.2250	 	 	 	 	 0.013007
 0.2500	 0.000536	-0.007236	-0.001216	 0.039230	 0.017633
 0.2750	 	 	 	 	 0.029383
 0.3000	 0.000128	-0.008215	 0.000986	 0.046108	 0.037964
 0.3250	 	 	 	 	 0.041401
 0.3500	-0.000150	-0.002485	 0.002794	 0.023788	 0.038092
 0.3750	 	 	 	 	 0.028892
 0.4000	-0.000086	 0.004538	 0.002973	-0.017025	 0.017872
 0.4250	 	 	 	 	 0.008319
 0.4500	 0.000213	 0.006674	 0.001184	-0.052220	 0.003841
 0.4750	 	 	 	 	 0.005486
 0.5000	 0.000470	 0.003671	-0.001645	-0.056648	 0.012653
 0.5250	 	 	 	 	 0.024521
 0.5500	 0.000584	 0.001574	-0.003636	-0.019836	 0.035505
 0.5750	 	 	 	 	 0.045233
 0.6000	 0.000666	 0.001321	-0.003033	 0.042843	 0.049597
 0.6250	 	 	 	 	 0.050850
 0.6500	 0.000599	-0.004999	 0.000363	 0.085980	 0.051128
 0.6750	 	 	 	 	 0.052281
 0.7000	 0.000136	-0.011211	 0.004228	 0.060267	 0.051757
 0.7250	 	 	 	 	 0.042699
 0.7500	-0.000179	-0.000344	 0.004916	-0.034817	 0.022801
 0.7750	 	 	 	 	-0.012820
 0.8000	-0.000028	 0.002315	 0.000682	-0.123724	-0.042799
 0.8250	 	 	 	 	-0.064018
 0.8500	-0.000252	-0.009773	-0.005379	-0.098360	-0.061968
 0.8750	 	 	 	 	-0.042592
 0.9000	-0.000475	 0.005108	-0.006329	 0.067018	-0.025413
 0.9250	 	 	 	 	-0.009818
 0.9500	 0.000412	 0.023886	 0.003153	 0.291168	 0.004345
 0.9750	 	 	 	 	 0.194666
 1.0000	 0.001162	 0.010767	 0.036872	 0.838030	 0.277602


 -------- Mode No.  20  (freq = 0.43558E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.000721
 0.0500	 0.000001	 0.000067	 0.000003	 0.000119	 0.001400
 0.0750	 	 	 	 	 0.002160
 0.1000	 0.000009	 0.000273	 0.000011	 0.000185	 0.002782
 0.1250	 	 	 	 	 0.004075
 0.1500	 0.000037	 0.000876	 0.000022	 0.000235	 0.005094
 0.1750	 	 	 	 	 0.006195
 0.2000	 0.000096	 0.001506	 0.000033	 0.000203	 0.006957
 0.2250	 	 	 	 	 0.008854
 0.2500	 0.000183	 0.001936	 0.000041	 0.000136	 0.010528
 0.2750	 	 	 	 	 0.014997
 0.3000	 0.000280	 0.002002	 0.000046	 0.000071	 0.019450
 0.3250	 	 	 	 	 0.023982
 0.3500	 0.000375	 0.001897	 0.000050	 0.000106	 0.027779
 0.3750	 	 	 	 	 0.031247
 0.4000	 0.000462	 0.001620	 0.000057	 0.000189	 0.034332
 0.4250	 	 	 	 	 0.037719
 0.4500	 0.000531	 0.001267	 0.000067	 0.000213	 0.041684
 0.4750	 	 	 	 	 0.046987
 0.5000	 0.000595	 0.001517	 0.000076	 0.000162	 0.052551
 0.5250	 	 	 	 	 0.058862
 0.5500	 0.000697	 0.002659	 0.000082	 0.000051	 0.064300
 0.5750	 	 	 	 	 0.070271
 0.6000	 0.000839	 0.002714	 0.000078	-0.000231	 0.075333
 0.6250	 	 	 	 	 0.081499
 0.6500	 0.000905	-0.000168	 0.000057	-0.000585	 0.086420
 0.6750	 	 	 	 	 0.089763
 0.7000	 0.000797	-0.003815	 0.000026	-0.000601	 0.087667
 0.7250	 	 	 	 	 0.075575
 0.7500	 0.000517	-0.007968	 0.000005	-0.000265	 0.055771
 0.7750	 	 	 	 	 0.023039
 0.8000	-0.000051	-0.014801	-0.000001	-0.000023	-0.009695
 0.8250	 	 	 	 	-0.052759
 0.8500	-0.000781	-0.012402	 0.000001	 0.000085	-0.087256
 0.8750	 	 	 	 	-0.118447
 0.9000	-0.000963	 0.005004	 0.000003	-0.000040	-0.129459
 0.9250	 	 	 	 	-0.110867
 0.9500	-0.000185	 0.024541	-0.000009	-0.000434	-0.059733
 0.9750	 	 	 	 	 0.539397
 1.0000	 0.005561	 0.167715	-0.000066	-0.001438	 0.743400
=================================================================================
