x/c     y/c
1	0.0017
0.9966	0.0314
0.9931	0.0441
0.9896	0.0541
0.9860	0.0627
0.9824	0.0704
0.9786	0.0775
0.9748	0.0841
0.9710	0.0903
0.9671	0.0963
0.9631	0.1020
0.9590	0.1075
0.9549	0.1128
0.9507	0.1179
0.9465	0.1229
0.9422	0.1278
0.9378	0.1325
0.9333	0.1372
0.9288	0.1418
0.9243	0.1462
0.9196	0.1506
0.9149	0.1550
0.9101	0.1592
0.9053	0.1634
0.9004	0.1675
0.8954	0.1716
0.8904	0.1756
0.8853	0.1796
0.8801	0.1835
0.8749	0.1874
0.8696	0.1912
0.8643	0.1950
0.8588	0.1988
0.8533	0.2025
0.8478	0.2061
0.8422	0.2098
0.8365	0.2133
0.8307	0.2169
0.8249	0.2204
0.8190	0.2239
0.8131	0.2273
0.8071	0.2307
0.8010	0.2341
0.7948	0.2374
0.7886	0.2407
0.7824	0.2439
0.7760	0.2471
0.7696	0.2503
0.7631	0.2534
0.7566	0.2565
0.7500	0.2595
0.7433	0.2626
0.7367	0.2655
0.7300	0.2684
0.7233	0.2712
0.7167	0.2739
0.7100	0.2766
0.7033	0.2792
0.6967	0.2818
0.6900	0.2843
0.6833	0.2867
0.6767	0.2891
0.6700	0.2914
0.6633	0.2936
0.6567	0.2958
0.6500	0.2980
0.6433	0.3001
0.6367	0.3021
0.6300	0.3040
0.6233	0.3059
0.6167	0.3078
0.6100	0.3096
0.6033	0.3113
0.5967	0.3130
0.5900	0.3146
0.5833	0.3162
0.5767	0.3177
0.5700	0.3192
0.5633	0.3205
0.5567	0.3219
0.5500	0.3232
0.5433	0.3244
0.5367	0.3255
0.5300	0.3266
0.5233	0.3277
0.5167	0.3287
0.5100	0.3296
0.5033	0.3304
0.4967	0.3312
0.4900	0.3320
0.4833	0.3326
0.4767	0.3332
0.4700	0.3338
0.4633	0.3343
0.4567	0.3347
0.4500	0.3350
0.4433	0.3353
0.4367	0.3355
0.4300	0.3357
0.4233	0.3357
0.4167	0.3357
0.4100	0.3357
0.4033	0.3356
0.3967	0.3354
0.3900	0.3351
0.3833	0.3348
0.3767	0.3344
0.3700	0.3339
0.3633	0.3333
0.3567	0.3327
0.3500	0.3319
0.3433	0.3311
0.3367	0.3303
0.3300	0.3293
0.3233	0.3283
0.3167	0.3272
0.3100	0.3259
0.3033	0.3247
0.2967	0.3233
0.2900	0.3218
0.2833	0.3202
0.2767	0.3185
0.2700	0.3167
0.2633	0.3148
0.2567	0.3128
0.2500	0.3107
0.2434	0.3085
0.2369	0.3062
0.2305	0.3039
0.2242	0.3014
0.2180	0.2989
0.2118	0.2962
0.2058	0.2935
0.1998	0.2908
0.1940	0.2879
0.1882	0.2850
0.1825	0.2820
0.1768	0.2789
0.1713	0.2758
0.1659	0.2726
0.1605	0.2693
0.1553	0.2660
0.1501	0.2626
0.1450	0.2592
0.1400	0.2557
0.1351	0.2521
0.1303	0.2485
0.1255	0.2448
0.1209	0.2411
0.1163	0.2373
0.1118	0.2335
0.1075	0.2296
0.1032	0.2257
0.0989	0.2217
0.0948	0.2177
0.0908	0.2136
0.0868	0.2095
0.0830	0.2054
0.0792	0.2012
0.0755	0.1970
0.0719	0.1927
0.0684	0.1884
0.0650	0.1841
0.0616	0.1797
0.0584	0.1753
0.0552	0.1708
0.0522	0.1663
0.0492	0.1618
0.0463	0.1573
0.0435	0.1527
0.0408	0.1481
0.0381	0.1435
0.0356	0.1389
0.0331	0.1342
0.0308	0.1295
0.0285	0.1248
0.0263	0.1200
0.0242	0.1153
0.0222	0.1105
0.0202	0.1057
0.0184	0.1009
0.0166	0.0961
0.0150	0.0912
0.0134	0.0864
0.0119	0.0815
0.0105	0.0766
0.0092	0.0717
0.0079	0.0668
0.0068	0.0619
0.0057	0.0569
0.0048	0.0519
0.0039	0.0467
0.0031	0.0414
0.0024	0.0360
0.0018	0.0306
0.0012	0.0254
8.0000e-04	0.0202
4.4000e-04	0.0149
1.8000e-04	0.0095
0	0
1.8000e-04	-0.0095
4.4000e-04	-0.0150
8.0000e-04	-0.0204
0.0012	-0.0256
0.0018	-0.0308
0.0024	-0.0360
0.0031	-0.0413
0.0039	-0.0465
0.0048	-0.0516
0.0057	-0.0566
0.0068	-0.0616
0.0079	-0.0666
0.0092	-0.0715
0.0105	-0.0765
0.0119	-0.0814
0.0134	-0.0863
0.0150	-0.0912
0.0166	-0.0962
0.0184	-0.1010
0.0202	-0.1059
0.0222	-0.1108
0.0242	-0.1156
0.0263	-0.1204
0.0285	-0.1253
0.0308	-0.1301
0.0331	-0.1349
0.0356	-0.1397
0.0381	-0.1444
0.0408	-0.1492
0.0435	-0.1539
0.0463	-0.1587
0.0492	-0.1634
0.0522	-0.1681
0.0552	-0.1727
0.0584	-0.1774
0.0616	-0.1820
0.0650	-0.1866
0.0684	-0.1911
0.0719	-0.1957
0.0755	-0.2002
0.0792	-0.2046
0.0830	-0.2091
0.0868	-0.2135
0.0908	-0.2178
0.0948	-0.2222
0.0989	-0.2264
0.1032	-0.2307
0.1075	-0.2349
0.1118	-0.2390
0.1163	-0.2431
0.1209	-0.2472
0.1255	-0.2512
0.1303	-0.2552
0.1351	-0.2591
0.1400	-0.2629
0.1450	-0.2667
0.1501	-0.2705
0.1553	-0.2742
0.1605	-0.2778
0.1659	-0.2813
0.1713	-0.2848
0.1768	-0.2882
0.1825	-0.2916
0.1882	-0.2949
0.1940	-0.2981
0.1998	-0.3012
0.2058	-0.3043
0.2118	-0.3072
0.2180	-0.3101
0.2242	-0.3129
0.2305	-0.3156
0.2369	-0.3181
0.2434	-0.3206
0.2500	-0.3230
0.2567	-0.3252
0.2633	-0.3274
0.2700	-0.3293
0.2767	-0.3312
0.2833	-0.3329
0.2900	-0.3345
0.2967	-0.3359
0.3033	-0.3372
0.3100	-0.3384
0.3167	-0.3395
0.3233	-0.3405
0.3300	-0.3413
0.3367	-0.3421
0.3433	-0.3427
0.3500	-0.3432
0.3567	-0.3436
0.3633	-0.3440
0.3700	-0.3442
0.3767	-0.3443
0.3833	-0.3443
0.3900	-0.3443
0.3967	-0.3441
0.4033	-0.3439
0.4100	-0.3436
0.4167	-0.3431
0.4233	-0.3426
0.4300	-0.3421
0.4367	-0.3414
0.4433	-0.3407
0.4500	-0.3398
0.4567	-0.3389
0.4633	-0.3380
0.4700	-0.3369
0.4767	-0.3358
0.4833	-0.3346
0.4900	-0.3333
0.4967	-0.3320
0.5033	-0.3306
0.5100	-0.3291
0.5167	-0.3275
0.5233	-0.3259
0.5300	-0.3243
0.5367	-0.3225
0.5433	-0.3207
0.5500	-0.3189
0.5567	-0.3170
0.5633	-0.3150
0.5700	-0.3130
0.5767	-0.3109
0.5833	-0.3087
0.5900	-0.3065
0.5967	-0.3043
0.6033	-0.3020
0.6100	-0.2997
0.6167	-0.2973
0.6233	-0.2949
0.6300	-0.2924
0.6367	-0.2898
0.6433	-0.2873
0.6500	-0.2846
0.6567	-0.2820
0.6633	-0.2792
0.6700	-0.2765
0.6767	-0.2737
0.6833	-0.2708
0.6900	-0.2679
0.6967	-0.2650
0.7033	-0.2620
0.7100	-0.2589
0.7167	-0.2559
0.7233	-0.2527
0.7300	-0.2496
0.7367	-0.2464
0.7433	-0.2431
0.7500	-0.2398
0.7566	-0.2365
0.7631	-0.2331
0.7696	-0.2298
0.7760	-0.2265
0.7824	-0.2231
0.7886	-0.2197
0.7948	-0.2163
0.8010	-0.2130
0.8071	-0.2096
0.8131	-0.2062
0.8190	-0.2028
0.8249	-0.1993
0.8307	-0.1959
0.8365	-0.1925
0.8422	-0.1890
0.8478	-0.1856
0.8533	-0.1821
0.8588	-0.1786
0.8643	-0.1751
0.8696	-0.1716
0.8749	-0.1681
0.8801	-0.1646
0.8853	-0.1610
0.8904	-0.1574
0.8954	-0.1538
0.9004	-0.1502
0.9053	-0.1465
0.9101	-0.1428
0.9149	-0.1390
0.9196	-0.1352
0.9243	-0.1313
0.9288	-0.1274
0.9333	-0.1234
0.9378	-0.1194
0.9422	-0.1152
0.9465	-0.1110
0.9507	-0.1067
0.9549	-0.1023
0.9590	-0.0977
0.9631	-0.0930
0.9671	-0.0881
0.9710	-0.0830
0.9748	-0.0776
0.9786	-0.0718
0.9824	-0.0656
0.9860	-0.0588
0.9896	-0.0512
0.9931	-0.0422
0.9966	-0.0304
1	-0.0017
