x y
484178.55 5715990.05
485302.504258022 5715832.08853041
486426.458516043 5715674.12706082
487550.412774065 5715516.16559123
488674.367032087 5715358.20412164
489798.321290108 5715200.24265205
490922.27554813 5715042.28118246
492046.229806152 5714884.31971287
493170.184064173 5714726.35824328
494294.138322195 5714568.39677369
495418.092580217 5714410.4353041
496542.046838238 5714252.47383451
484336.51146959 5717114.00425802
485460.465727611 5716956.04278843
486584.419985633 5716798.08131884
487708.374243655 5716640.11984925
488832.328501676 5716482.15837966
489956.282759698 5716324.19691007
491080.23701772 5716166.23544048
492204.191275741 5716008.27397089
493328.145533763 5715850.3125013
494452.099791785 5715692.35103171
495576.054049806 5715534.38956212
496700.008307828 5715376.42809253
484494.472939179 5718237.95851604
485618.427197201 5718079.99704645
486742.381455223 5717922.03557686
487866.335713244 5717764.07410727
488990.289971266 5717606.11263768
490114.244229288 5717448.15116809
491238.198487309 5717290.18969851
492362.152745331 5717132.22822892
493486.107003353 5716974.26675933
494610.061261375 5716816.30528974
495734.015519396 5716658.34382015
496857.969777418 5716500.38235056
484652.434408769 5719361.91277406
485776.388666791 5719203.95130447
486900.342924812 5719045.98983489
488024.297182834 5718888.0283653
489148.251440856 5718730.06689571
490272.205698877 5718572.10542612
491396.159956899 5718414.14395653
492520.114214921 5718256.18248694
493644.068472942 5718098.22101735
494768.022730964 5717940.25954776
495891.976988986 5717782.29807817
497015.931247008 5717624.33660858
484810.395878359 5720485.86703209
485934.35013638 5720327.9055625
487058.304394402 5720169.94409291
488182.258652424 5720011.98262332
489306.212910445 5719854.02115373
490430.167168467 5719696.05968414
491554.121426489 5719538.09821455
492678.07568451 5719380.13674496
493802.029942532 5719222.17527537
494925.984200554 5719064.21380578
496049.938458576 5718906.25233619
497173.892716597 5718748.2908666
484968.357347948 5721609.82129011
486092.31160597 5721451.85982052
487216.265863992 5721293.89835093
488340.220122013 5721135.93688134
489464.174380035 5720977.97541175
490588.128638057 5720820.01394216
491712.082896078 5720662.05247257
492836.0371541 5720504.09100298
493959.991412122 5720346.12953339
495083.945670144 5720188.1680638
496207.899928165 5720030.20659421
497331.854186187 5719872.24512462
485126.318817538 5722733.77554813
486250.27307556 5722575.81407854
487374.227333581 5722417.85260895
488498.181591603 5722259.89113936
489622.135849625 5722101.92966977
490746.090107646 5721943.96820018
491870.044365668 5721786.00673059
492993.99862369 5721628.045261
494117.952881711 5721470.08379141
495241.907139733 5721312.12232182
496365.861397755 5721154.16085223
497489.815655777 5720996.19938264
485284.280287128 5723857.72980615
486408.234545149 5723699.76833656
487532.188803171 5723541.80686697
488656.143061193 5723383.84539738
489780.097319214 5723225.88392779
490904.051577236 5723067.9224582
492028.005835258 5722909.96098861
493151.960093279 5722751.99951902
494275.914351301 5722594.03804943
495399.868609323 5722436.07657984
496523.822867345 5722278.11511025
497647.777125366 5722120.15364067
485442.241756717 5724981.68406417
486566.196014739 5724823.72259458
487690.150272761 5724665.76112499
488814.104530782 5724507.7996554
489938.058788804 5724349.83818581
491062.013046826 5724191.87671622
492185.967304847 5724033.91524664
493309.921562869 5723875.95377705
494433.875820891 5723717.99230746
495557.830078913 5723560.03083787
496681.784336934 5723402.06936828
497805.738594956 5723244.10789869
485600.203226307 5726105.6383222
486724.157484329 5725947.67685261
487848.11174235 5725789.71538302
488972.066000372 5725631.75391343
490096.020258394 5725473.79244384
491219.974516415 5725315.83097425
492343.928774437 5725157.86950466
493467.883032459 5724999.90803507
494591.837290481 5724841.94656548
495715.791548502 5724683.98509589
496839.745806524 5724526.0236263
497963.700064546 5724368.06215671
485758.164695897 5727229.59258022
486882.118953918 5727071.63111063
488006.07321194 5726913.66964104
489130.027469962 5726755.70817145
490253.981727983 5726597.74670186
491377.935986005 5726439.78523227
492501.890244027 5726281.82376268
493625.844502049 5726123.86229309
494749.79876007 5725965.9008235
495873.753018092 5725807.93935391
496997.707276114 5725649.97788432
498121.661534135 5725492.01641473
485916.126165486 5728353.54683824
487040.080423508 5728195.58536865
488164.03468153 5728037.62389906
489287.988939551 5727879.66242947
490411.943197573 5727721.70095988
491535.897455595 5727563.73949029
492659.851713617 5727405.7780207
