x y
484178.55 5715990.05
485399.253448338 5715818.49131845
486619.956896675 5715646.93263689
487840.660345013 5715475.37395534
489061.363793351 5715303.81527379
490282.067241689 5715132.25659223
491502.770690026 5714960.69791068
492723.474138364 5714789.13922913
493944.177586702 5714617.58054757
495164.88103504 5714446.02186602
484350.108681554 5717210.75344834
485570.812129891 5717039.19476678
486791.515578229 5716867.63608523
488012.219026567 5716696.07740368
489232.922474904 5716524.51872212
490453.625923242 5716352.96004057
491674.32937158 5716181.40135902
492895.032819918 5716009.84267746
494115.736268255 5715838.28399591
495336.439716593 5715666.72531436
484521.667363107 5718431.45689668
485742.370811445 5718259.89821512
486963.074259783 5718088.33953357
488183.77770812 5717916.78085202
489404.481156458 5717745.22217046
490625.184604796 5717573.66348891
491845.888053133 5717402.10480735
493066.591501471 5717230.5461258
494287.294949809 5717058.98744425
484693.22604466 5719652.16034501
485913.929492998 5719480.60166346
487134.632941336 5719309.04298191
488355.336389674 5719137.48430035
489576.039838011 5718965.9256188
490796.743286349 5718794.36693725
492017.446734687 5718622.80825569
493238.150183025 5718451.24957414
494458.853631362 5718279.69089258
484864.784726214 5720872.86379335
486085.488174552 5720701.3051118
487306.191622889 5720529.74643024
488526.895071227 5720358.18774869
489747.598519565 5720186.62906714
490968.301967903 5720015.07038558
492189.00541624 5719843.51170403
493409.708864578 5719671.95302248
494630.412312916 5719500.39434092
485036.343407767 5722093.56724169
486257.046856105 5721922.00856014
487477.750304443 5721750.44987858
488698.453752781 5721578.89119703
489919.157201118 5721407.33251547
491139.860649456 5721235.77383392
492360.564097794 5721064.21515237
493581.267546132 5720892.65647081
494801.970994469 5720721.09778926
485207.902089321 5723314.27069003
486428.605537659 5723142.71200847
487649.308985996 5722971.15332692
488870.012434334 5722799.59464537
490090.715882672 5722628.03596381
491311.419331009 5722456.47728226
492532.122779347 5722284.91860071
493752.826227685 5722113.35991915
494973.529676023 5721941.8012376
485379.460770874 5724534.97413836
486600.164219212 5724363.41545681
487820.86766755 5724191.85677526
489041.571115888 5724020.2980937
490262.274564225 5723848.73941215
491482.978012563 5723677.1807306
492703.681460901 5723505.62204904
493924.384909238 5723334.06336749
495145.088357576 5723162.50468594
485551.019452428 5725755.6775867
486771.722900765 5725584.11890515
487992.426349103 5725412.56022359
489213.129797441 5725241.00154204
490433.833245779 5725069.44286049
491654.536694116 5724897.88417893
492875.240142454 5724726.32549738
494095.943590792 5724554.76681583
495316.64703913 5724383.20813427
