x y
484178.55 5737534.4
485842.200355486 5737300.58919039
487505.850710972 5737066.77838077
489169.501066457 5736832.96757116
490833.151421943 5736599.15676155
492496.801777429 5736365.34595194
494160.452132915 5736131.53514232
495824.102488401 5735897.72433271
497487.752843887 5735663.9135231
499151.403199373 5735430.10271348
500815.053554858 5735196.29190387
502478.703910344 5734962.48109426
504142.35426583 5734728.67028465
505806.004621316 5734494.85947503
483944.739190387 5735870.74964451
485608.389545873 5735636.9388349
487272.039901359 5735403.12802529
488935.690256845 5735169.31721568
490599.34061233 5734935.50640606
492262.990967816 5734701.69559645
493926.641323302 5734467.88478684
495590.291678788 5734234.07397722
497253.942034274 5734000.26316761
498917.59238976 5733766.452358
500581.242745245 5733532.64154839
502244.893100731 5733298.83073877
503908.543456217 5733065.01992916
505572.193811703 5732831.20911955
483710.928380774 5734207.09928903
485374.57873626 5733973.28847942
487038.229091746 5733739.4776698
488701.879447232 5733505.66686019
490365.529802718 5733271.85605058
492029.180158203 5733038.04524096
493692.830513689 5732804.23443135
495356.480869175 5732570.42362174
497020.131224661 5732336.61281213
498683.781580147 5732102.80200251
500347.431935633 5731868.9911929
502011.082291118 5731635.18038329
503674.732646604 5731401.36957367
505338.38300209 5731167.55876406
483477.117571161 5732543.44893354
485140.767926647 5732309.63812393
486804.418282133 5732075.82731432
488468.068637619 5731842.0165047
490131.718993105 5731608.20569509
491795.36934859 5731374.39488548
493459.019704076 5731140.58407587
495122.670059562 5730906.77326625
496786.320415048 5730672.96245664
498449.970770534 5730439.15164703
500113.62112602 5730205.34083741
501777.271481505 5729971.5300278
503440.921836991 5729737.71921819
505104.572192477 5729503.90840857
483243.306761548 5730879.79857806
484906.957117034 5730645.98776844
486570.60747252 5730412.17695883
488234.257828006 5730178.36614922
489897.908183492 5729944.55533961
491561.558538978 5729710.74452999
493225.208894463 5729476.93372038
494888.859249949 5729243.12291077
496552.509605435 5729009.31210115
498216.159960921 5728775.50129154
499879.810316407 5728541.69048193
501543.460671893 5728307.87967231
503207.111027378 5728074.0688627
504870.761382864 5727840.25805309
483009.495951935 5729216.14822257
484673.146307421 5728982.33741296
486336.796662907 5728748.52660335
488000.447018393 5728514.71579373
489664.097373879 5728280.90498412
491327.747729365 5728047.09417451
492991.39808485 5727813.28336489
494655.048440336 5727579.47255528
496318.698795822 5727345.66174567
497982.349151308 5727111.85093606
499645.999506794 5726878.04012644
501309.64986228 5726644.22931683
502973.300217765 5726410.41850722
504636.950573251 5726176.6076976
482775.685142323 5727552.49786709
484439.335497808 5727318.68705747
486102.985853294 5727084.87624786
487766.63620878 5726851.06543825
489430.286564266 5726617.25462863
491093.936919752 5726383.44381902
492757.587275238 5726149.63300941
494421.237630723 5725915.8221998
496084.887986209 5725682.01139018
497748.538341695 5725448.20058057
499412.188697181 5725214.38977096
501075.839052667 5724980.57896134
502739.489408153 5724746.76815173
504403.139763638 5724512.95734212
482541.87433271 5725888.8475116
484205.524688195 5725655.03670199
485869.175043681 5725421.22589237
487532.825399167 5725187.41508276
489196.475754653 5724953.60427315
490860.126110139 5724719.79346353
492523.776465625 5724485.98265392
494187.42682111 5724252.17184431
495851.077176596 5724018.3610347
497514.727532082 5723784.55022508
499178.377887568 5723550.73941547
500842.028243054 5723316.92860586
502505.67859854 5723083.11779625
504169.328954026 5722849.30698663
482308.063523097 5724225.19715611
483971.713878583 5723991.3863465
485635.364234068 5723757.57553689
487299.014589554 5723523.76472727
488962.66494504 5723289.95391766
490626.315300526 5723056.14310805
492289.965656012 5722822.33229844
493953.616011498 5722588.52148882
495617.266366983 5722354.71067921
497280.916722469 5722120.8998696
498944.567077955 5721887.08905998
500608.217433441 5721653.27825037
502271.867788927 5721419.46744076
503935.518144413 5721185.65663115
482074.252713484 5722561.54680063
483737.90306897 5722327.73599102
485401.553424455 5722093.9251814
487065.203779941 5721860.11437179
488728.854135427 5721626.30356218
490392.504490913 5721392.49275256
492056.154846399 5721158.68194295
493719.805201885 5720924.87113334
495383.455557371 5720691.06032372
497047.105912856 5720457.24951411
498710.756268342 5720223.4387045
500374.406623828 5719989.62789489
502038.056979314 5719755.81708527
503701.7073348 5719522.00627566
