wind_speed,wind_direction
5.3772,159.26
5.4083,157.94
5.8084,154.45
6.2114,152.71
6.5851,154.13
6.921,156.01
6.9718,159.25
7.0023,161.1
7.0648,161.65
7.1303,166.44
7.1191,164.77
7.1576,164.34
7.1022,163.87
6.7239,167.27
6.6469,168.84
6.9892,165.43
7.5541,162.21
7.9139,164.7
8.333,168.13
8.5927,173.41
8.4602,180.8
7.9188,184.83
7.1348,184.14
6.9187,178.69
7.0911,173.15
6.8653,175.89
6.2154,181.84
5.6604,186.72
5.9295,184.92
6.7037,181.74
7.4477,184.08
8.0922,189.69
8.3904,196.08
8.6832,201.39
8.3493,205.38
8.9353,210.52
9.449,212.71
9.8221,215.5
9.5839,217.65
9.5624,216.42
9.5627,214.22
9.6749,214.22
9.7084,216.43
9.514,218.24
9.2574,219.1
9.1168,221
8.3449,220.26
8.6232,218.63
8.6872,220.16
8.4538,222.65
8.024,220.95
7.4706,217.13
6.8255,215.02
6.2988,214.66
5.8566,209.34
5.7537,202.16
5.8905,196.35
6.1309,191.37
7.3222,182.45
7.6885,182.52
7.9886,181.12
8.3637,182.27
8.6743,183.89
8.6572,185.49
8.6022,182.82
8.9685,178.7
9.6867,174.6
10.435,171.54
11.12,170.3
11.733,172.25
11.793,177.96
11.397,183.94
11.067,188.61
10.922,194.65
10.923,203.24
11.181,210.87
11.342,215.25
11.194,216.35
10.951,216.09
10.81,220.22
9.9418,226.61
8.5744,228.72
8.0913,220.52
7.1321,212.52
6.7662,200.12
7.4879,198.98
8.4119,208.93
8.5796,219.96
8.0997,222.55
7.8169,219.26
7.8484,213.44
7.8315,209.52
7.9426,207.15
8.0736,204.37
7.1476,207.75
6.6958,206.06
6.3839,207.11
6.0235,219.26
5.4133,234.01
5.9134,246.97
5.7193,255.91
5.5697,254.97
6.4632,246.67
8.0321,240.24
9.5756,239.03
10.255,242.49
10.468,250.91
10.549,254.07
10.231,253.62
10.214,248.71
10.765,249.68
11.142,253.08
11.57,255
11.621,257.1
11.341,257.91
10.864,256.4
10.548,255.51
10.348,255.14
9.2832,252.75
9.4626,248.69
9.6645,246.37
9.8637,243.7
9.8653,242.51
9.8228,241.35
9.7599,236.68
10.036,230.86
10.314,228.31
10.61,228.79
10.812,230.46
10.648,229.9
10.521,226.3
10.079,225.9
9.6319,224.83
9.5514,224.21
9.679,224.09
10.077,222.54
9.9501,222.89
9.8592,224.25
9.8194,220.13
10.39,217.32
10.736,216.95
10.566,216.06
10.489,210.82
10.563,210.46
10.254,213.84
9.9836,216.24
9.7685,218.45
9.8204,219
9.995,218.87
10.487,220.47
10.702,222.68
10.541,222.75
10.16,222.64
9.8843,222.43
10.069,223.63
9.668,222.18
9.7237,223.05
9.9119,227.69
9.874,229.19
9.8171,230.35
9.4805,230
9.9842,225.4
10.342,224.82
10.502,227.26
10.746,229.78
10.744,232.3
9.3655,234.89
9.038,236.16
9.1832,238.27
9.4943,239.94
9.367,242.76
9.1656,246.2
8.9723,247.23
8.7329,248.17
8.644,248.39
8.5328,247.79
8.2622,248.91
7.8185,253.04
6.9734,258.79
6.7338,261.8
6.2376,266.8
5.4831,272.67
4.7177,274.27
3.783,275.88
3.2162,284.18
2.696,291.1
2.6437,286.78
2.3446,284.14
0.16768,305.92
1.8796,116.9
2.8979,162.64
2.8029,161.92
3.1146,165.88
3.3533,164.1
3.6365,151.44
3.9034,141.85
3.766,131.11
3.9595,117.54
4.3077,110.19
5.4974,106.15
7.5746,103.89
9.006,109.45
8.9207,118.99
8.9083,123.59
8.6903,125.41
8.2555,126.38
8.2034,126.68
8.7153,127.91
8.9029,132.86
8.9751,137.07
9.0405,140.05
9.1098,141.5
8.9162,141.95
8.4913,143.27
7.2093,149.32
6.1824,149.65
5.5019,140.45
5.6873,129.44
6.2508,120.64
6.902,115.98
7.2011,115.32
7.7405,115.61
8.3336,117.82
8.8244,122.01
8.9079,128.47
8.3519,137.6
7.7839,138.84
6.6045,146.69
5.3988,155.66
4.6906,165.27
4.5025,169.91
4.6185,163.38
4.5931,158.37
4.4664,157.74
4.491,160.03
4.668,159.82
5.0272,160.52
4.744,164.96
4.5622,156.98
3.9277,154.55
3.5057,152.6
3.3756,144.29
3.4288,133.88
3.6572,125.02
4.1489,117.91
4.5847,115.34
4.6949,111.55
5.3147,105.01
5.6762,104.23
5.6758,108.67
5.9411,113.54
5.4706,112.67
4.991,112.16
5.1209,108.51
4.7507,109.19
4.6454,115.18
4.2351,120.67
3.7877,118.67
3.5625,112.99
3.1466,113.52
2.9536,115.73
3.7132,112.81
4.7102,116.88
5.1151,121.14
5.1208,129.85
3.9916,134.88
1.8369,111.87
2.2606,55.228
3.9641,55.573
5.4523,69.261
6.6068,80.543
7.404,93.043
7.8862,106.47
7.8748,120.09
7.5222,131.71
6.3057,144.01
5.8472,156.06
5.1873,168.09
3.5635,177.89
1.2362,170.66
1.3775,58.705
2.664,62.83
3.1638,86.485
4.3309,104.96
5.0033,116.37
5.2902,126.84
5.8031,141.22
5.2865,144.81
4.5834,141.57
4.3809,135.7
4.5091,132.27
4.4616,127.69
4.6378,122.37
5.2877,118.32
5.6928,117.04
6.0378,118.84
6.5521,120.61
7.0696,122.05
7.6375,121.22
7.245,127.93
6.8705,134.63
6.8032,142.99
6.458,153.58
6.496,160.99
7.0474,165.76
7.0143,173.81
6.0941,187.1
5.2068,200.45
4.6941,208
4.236,214.28
4.1169,226.07
4.0673,227.83
4.2728,229.45
4.7616,233.95
5.1662,240.06
5.452,244.81
5.8811,246
6.6189,245.54
7.2336,248.47
7.3511,252.64
6.9915,258.06
6.3588,261.33
6.4525,257.77
6.6533,253.77
6.7392,251.21
7.6465,248.07
8.6228,249.51
7.8432,253.97
7.3232,254.56
7.6403,249.91
7.7878,246.38
8.9049,239.36
10.401,237.17
12.821,246.31
13.492,250.42
13.421,243.94
13.613,237.31
13.864,234.17
13.911,234.32
14.473,238.24
14.329,242.76
13.068,245.72
11.859,247.13
11.409,247.85
11.401,251.3
10.725,263.71
10.355,282.42
9.4607,294.19
9.4745,307.21
9.8507,310.05
10.291,312.99
10.476,315
10.608,318.94
11.026,319.21
10.796,322.82
10.542,329.83
10.274,336.44
9.5923,347.39
7.2381,351.41
5.7478,338.85
5.5479,325.18
5.7327,319.43
5.022,320.09
4.044,313.35
3.0508,301.38
2.3721,280.66
1.901,244.7
2.9283,215.86
4.1768,205.38
5.2735,195.32
6.445,190.64
7.4357,191.62
8.0225,196.61
8.4088,206.33
8.6843,209.65
8.3284,201.41
8.5768,188.65
9.3115,185.83
9.6115,187
9.3954,188.69
9.1599,190.24
8.9125,188.17
8.7463,191.36
8.6269,197.47
8.2304,210.45
8.7618,228.02
10.234,235.51
12.56,234.05
14.864,230.1
16.142,228.15
16.963,230.76
16.687,229.9
16.886,224.68
17.475,222.96
17.554,221.16
18.049,221.26
18.486,221.16
18.881,223.23
18.832,226.9
18.185,228.9
17.399,229.2
16.817,227.94
16.8,226.15
17.042,225.43
17.371,224.23
17.883,223.85
16.299,226.3
17.249,220.12
19.132,218.68
19.179,221.38
18.204,222.4
16.84,218.88
18.046,213.91
17.996,206.7
20.872,208.46
21.447,217.73
20.654,216.36
20.52,214.22
20.575,214.46
20.869,218.54
19.125,216.88
17.419,212.63
18.931,212.66
20.306,225.72
18.292,232.48
16.552,241.04
13.089,260.95
12.738,283.75
13.146,275.7
15.334,271.14
15.436,277.45
15.196,270.68
14.334,264.13
15.139,257.38
15.458,254.92
14.156,245.38
15.759,241.21
16.048,243.79
16.014,249.56
15.865,248.27
16.279,247.96
15.843,245.76
17.596,255.35
15.524,252.49
14.965,248.29
14.925,245.43
14.856,242.75
14.42,243.98
12.985,245.88
11.767,245.33
11.285,244.79
11.471,248.04
11.621,253.2
11.166,253.67
9.4158,249.57
9.6501,241
10.393,235.05
10.883,234.03
11.39,231.69
11.75,227.17
11.758,223.43
11.715,220.42
11.094,215.84
10.61,207.98
10.88,200.05
10.978,195.22
10.671,189.29
11.308,188.19
11.887,183.05
13.099,184.51
13.092,179.98
13.916,173.11
15.17,172.65
15.213,177.84
15.357,179.09
15.668,178.4
15.789,181.06
15.111,182.04
13.77,183.67
14.542,184.47
15.236,182.53
15.794,179.05
15.534,183.01
15.286,191.06
15.026,190.26
15.655,188.16
15.324,189.38
15.28,193.47
14.982,197.22
14.215,198.82
13.768,200.71
12.894,195.49
12.626,194.43
12.325,206.72
11.055,219.41
11.712,237.39
13.403,253.16
15.027,257.32
14.322,249.32
14.496,242.71
14.721,239.31
15.416,234.94
16.18,237.38
17.854,226.93
19.427,229.45
19.733,233.06
19.331,232.11
19.852,230.11
20.33,231.96
20.233,236.58
19.971,241.18
19.816,245.68
18.99,252.42
18.707,262.67
17.391,275.51
15.919,283.08
13.999,289.19
13.322,294.23
12.688,297.51
11.853,297.63
11.202,297.75
10.958,297.19
10.046,295.58
9.0727,293.34
7.644,291.41
6.0401,283.23
5.0731,256.89
5.9684,234.89
7.3247,228.55
8.7793,230.25
9.8009,227.06
11.812,233.55
12.276,231.06
12.956,225.52
14.137,225.05
14.788,222.33
14.58,217.58
15.652,211.69
18.852,216.13
19.764,227.75
17.699,239.92
15.142,252.67
13.86,264.24
13.127,267.43
12.155,266.16
12.447,264.84
12.375,253.71
12.864,241.43
12.931,234.92
14.345,232.92
15.265,241.25
17.636,242.94
19.092,246.7
19.598,255.75
19.403,273.89
17.022,277.82
14.858,275.78
13.621,277.4
12.558,276.32
12.163,270.96
12.273,265.34
11.59,262.5
9.2701,257.05
8.0719,247.68
6.991,232.5
7.5539,223.42
5.8287,205.17
6.158,174.03
7.6454,164.57
8.3863,151.62
8.6326,165.03
13.987,230.29
20.351,241.83
20.349,239.84
20.842,256.74
25.898,270.14
23.397,280
20.094,287.13
16.776,287.3
18.54,287.78
