x y
484178.55 5715990.05
485359.741752395 5715824.04432517
486540.93350479 5715658.03865035
487722.125257185 5715492.03297552
488903.31700958 5715326.0273007
490084.508761975 5715160.02162587
491265.70051437 5714994.01595105
492446.892266765 5714828.01027622
493628.08401916 5714662.0046014
494809.275771555 5714495.99892657
495990.467523949 5714329.99325175
497171.659276344 5714163.98757692
484344.555674825 5717171.24175239
485525.74742722 5717005.23607757
486706.939179615 5716839.23040274
487888.13093201 5716673.22472792
489069.322684405 5716507.21905309
490250.5144368 5716341.21337827
491431.706189195 5716175.20770344
492612.89794159 5716009.20202862
493794.089693985 5715843.19635379
494975.28144638 5715677.19067897
496156.473198775 5715511.18500414
497337.66495117 5715345.17932932
484510.56134965 5718352.43350479
485691.753102045 5718186.42782996
486872.94485444 5718020.42215514
488054.136606835 5717854.41648031
489235.32835923 5717688.41080549
490416.520111625 5717522.40513066
491597.71186402 5717356.39945584
492778.903616415 5717190.39378101
493960.09536881 5717024.38810619
495141.287121205 5716858.38243136
496322.4788736 5716692.37675654
497503.670625995 5716526.37108171
484676.567024476 5719533.62525718
485857.75877687 5719367.61958236
487038.950529265 5719201.61390753
488220.14228166 5719035.60823271
489401.334034055 5718869.60255788
490582.52578645 5718703.59688306
491763.717538845 5718537.59120823
492944.90929124 5718371.58553341
494126.101043635 5718205.57985858
495307.29279603 5718039.57418376
496488.484548425 5717873.56850893
497669.67630082 5717707.56283411
484842.572699301 5720714.81700958
486023.764451696 5720548.81133475
487204.956204091 5720382.80565993
488386.147956486 5720216.7999851
489567.33970888 5720050.79431028
490748.531461275 5719884.78863545
491929.72321367 5719718.78296063
493110.914966065 5719552.7772858
494292.10671846 5719386.77161098
495473.298470855 5719220.76593615
496654.49022325 5719054.76026133
497835.681975645 5718888.7545865
485008.578374126 5721896.00876197
486189.770126521 5721730.00308715
487370.961878916 5721563.99741232
488552.153631311 5721397.9917375
489733.345383706 5721231.98606267
490914.537136101 5721065.98038785
492095.728888495 5720899.97471302
493276.92064089 5720733.9690382
494458.112393285 5720567.96336337
495639.30414568 5720401.95768855
496820.495898075 5720235.95201372
498001.68765047 5720069.9463389
485174.584048951 5723077.20051437
486355.775801346 5722911.19483954
487536.967553741 5722745.18916472
488718.159306136 5722579.18348989
489899.351058531 5722413.17781507
491080.542810926 5722247.17214024
492261.734563321 5722081.16646542
493442.926315716 5721915.16079059
494624.118068111 5721749.15511577
495805.309820505 5721583.14944094
496986.5015729 5721417.14376612
485340.589723776 5724258.39226676
486521.781476171 5724092.38659194
487702.973228566 5723926.38091711
488884.164980961 5723760.37524229
490065.356733356 5723594.36956746
491246.548485751 5723428.36389264
492427.740238146 5723262.35821781
493608.931990541 5723096.35254299
494790.123742936 5722930.34686816
495971.315495331 5722764.34119334
497152.507247726 5722598.33551851
485506.595398601 5725439.58401916
486687.787150996 5725273.57834433
487868.978903391 5725107.57266951
489050.170655786 5724941.56699468
490231.362408181 5724775.56131986
491412.554160576 5724609.55564503
492593.745912971 5724443.54997021
493774.937665366 5724277.54429538
494956.129417761 5724111.53862056
496137.321170156 5723945.53294573
497318.512922551 5723779.52727091
485672.601073426 5726620.77577155
486853.792825821 5726454.77009673
488034.984578216 5726288.7644219
489216.176330611 5726122.75874708
490397.368083006 5725956.75307225
491578.559835401 5725790.74739743
492759.751587796 5725624.7417226
493940.943340191 5725458.73604778
495122.135092586 5725292.73037295
496303.326844981 5725126.72469813
497484.518597376 5724960.7190233
485838.606748252 5727801.96752395
487019.798500647 5727635.96184912
488200.990253041 5727469.9561743
489382.182005437 5727303.95049947
490563.373757831 5727137.94482465
491744.565510226 5726971.93914982
492925.757262621 5726805.933475
494106.949015016 5726639.92780017
495288.140767411 5726473.92212535
496469.332519806 5726307.91645052
497650.524272201 5726141.9107757
