x y
484178.55 5715990.05
485557.300232109 5715796.27929153
486936.050464218 5715602.50858307
488314.800696327 5715408.7378746
489693.550928436 5715214.96716613
491072.301160544 5715021.19645767
492451.051392653 5714827.4257492
493829.801624762 5714633.65504073
495208.551856871 5714439.88433227
484372.320708467 5717368.80023211
485751.070940576 5717175.02952364
487129.821172684 5716981.25881517
488508.571404793 5716787.48810671
489887.321636902 5716593.71739824
491266.071869011 5716399.94668978
492644.82210112 5716206.17598131
494023.572333229 5716012.40527284
495402.322565338 5715818.63456437
484566.091416933 5718747.55046422
485944.841649042 5718553.77975575
487323.591881151 5718360.00904728
488702.34211326 5718166.23833882
490081.092345369 5717972.46763035
491459.842577478 5717778.69692188
492838.592809587 5717584.92621342
494217.343041696 5717391.15550495
495596.093273804 5717197.38479648
484759.8621254 5720126.30069633
486138.612357509 5719932.52998786
487517.362589618 5719738.75927939
488896.112821727 5719544.98857093
490274.863053836 5719351.21786246
491653.613285945 5719157.44715399
493032.363518053 5718963.67644553
494411.113750162 5718769.90573706
484953.632833867 5721505.05092844
486332.383065976 5721311.28021997
487711.133298085 5721117.5095115
489089.883530193 5720923.73880304
490468.633762302 5720729.96809457
491847.383994411 5720536.1973861
493226.13422652 5720342.42667763
494604.884458629 5720148.65596917
485147.403542333 5722883.80116054
486526.153774442 5722690.03045208
487904.904006551 5722496.25974361
489283.65423866 5722302.48903514
490662.404470769 5722108.71832668
492041.154702878 5721914.94761821
493419.904934987 5721721.17690974
494798.655167096 5721527.40620128
485341.1742508 5724262.55139265
486719.924482909 5724068.78068419
488098.674715018 5723875.00997572
489477.424947127 5723681.23926725
490856.175179236 5723487.46855879
492234.925411345 5723293.69785032
493613.675643453 5723099.92714185
494992.425875562 5722906.15643339
485534.944959267 5725641.30162476
486913.695191376 5725447.5309163
488292.445423485 5725253.76020783
489671.195655594 5725059.98949936
491049.945887702 5724866.2187909
492428.696119811 5724672.44808243
493807.44635192 5724478.67737396
495186.196584029 5724284.90666549
