wind_speed,wind_direction
12.412,214.87
12.475,215.84
12.697,216.53
12.65,214.8
12.723,215.83
12.846,214.9
12.794,214.58
12.639,215.27
13.113,214.9
12.826,214.57
13.309,213.81
13.275,213.17
13.294,212.51
13.438,211.34
13.514,213
13.785,214
13.196,215.98
12.841,218.55
13.049,220.13
12.933,221.85
12.591,223.91
12.757,225.3
12.489,225.22
12.293,226.56
12.21,226.08
12.322,225.33
12.118,225
11.96,222.39
12.102,221.1
12.777,218.63
12.743,216.19
13.328,215.16
13.711,213.31
13.801,212.16
14.245,211.02
14.688,211.67
14.539,211.8
14.595,211.96
15.046,212.2
15.227,212.2
15.081,212.12
15.157,212.28
14.717,211.23
15.108,211.57
15.192,212.32
14.296,210.79
14.467,211.75
14.67,211.65
14.536,211.93
14.407,211.83
14.491,210.71
14.676,211
14.66,211.85
14.384,210.96
14.929,211.4
14.493,212.31
14.992,211.89
14.594,211.68
14.986,211.49
14.315,212.61
14.542,211.91
15.057,212.69
14.822,212.58
14.877,213.06
14.91,212.58
14.625,213.78
14.65,213.45
14.872,212.68
15.496,213.45
15.244,213.28
14.953,214.32
15.417,214.71
14.936,214.87
15.5,214.69
15.113,214.56
15.793,214.48
15.083,215.08
15.54,214.99
15.575,214.6
15.602,215.06
15.817,214.21
15.824,214.42
16.282,214.31
16.206,214.15
15.976,214.14
15.913,214.84
16.373,215.71
16.445,214.56
15.969,215.49
16.928,214.79
16.312,213.6
16.617,214.65
16.467,212.81
17.096,212.52
17.539,212.8
16.535,211.87
17.454,213.16
17.202,211.33
17.309,211.12
18.1,211.31
18.435,210.26
18.302,209.22
18.708,210.13
18.929,210.05
18.744,209.2
19.263,208.75
19.611,210.27
19.179,209.82
19.373,209.76
19.778,210.23
19.557,210.01
20.13,210.99
19.943,209.68
20.103,209.81
20.398,210.85
20.367,210.39
20.378,211.3
19.969,209.61
20.83,211.55
21.134,211.02
21.772,211.25
21.679,210.52
20.958,211.11
21.068,211
21.922,211.71
21.416,211.55
21.701,210.54
20.909,211.02
21.37,210.83
21.188,211.8
21.717,212.6
22.155,212.32
21.377,212.34
22.471,214.9
21.676,213.85
22.776,214.17
22.894,214.12
22.862,214.37
23.724,215.06
23.282,215.45
23.37,214.94
23.821,215.12
23.104,217.45
24.275,218.95
23.013,218.89
22.871,219.46
23.417,220.29
22.999,220.72
23.26,221.61
23.361,221.55
23.719,222.84
23.345,223.12
23.936,222.87
23.525,224.66
24.455,224.51
24.085,226.27
23.244,225.22
24.294,225.89
23.657,225.99
24.029,227.75
24.057,228.72
24.766,229.9
24.499,230.45
24.679,232.31
