x y
484178.55 5737534.4
485655.039690494 5737326.89290647
487131.529380987 5737119.38581294
488608.019071481 5736911.87871941
490084.508761975 5736704.37162587
491560.998452468 5736496.86453234
493037.488142962 5736289.35743881
494513.977833456 5736081.85034528
495990.467523949 5735874.34325175
497466.957214443 5735666.83615822
483971.042906469 5736057.91030951
485447.532596962 5735850.40321598
486924.022287456 5735642.89612244
488400.51197795 5735435.38902891
489877.001668443 5735227.88193538
491353.491358937 5735020.37484185
492829.981049431 5734812.86774832
494306.470739924 5734605.36065479
495782.960430418 5734397.85356126
497259.450120912 5734190.34646772
483763.535812937 5734581.42061901
485240.025503431 5734373.91352548
486716.515193924 5734166.40643195
488193.004884418 5733958.89933842
489669.494574912 5733751.39224489
491145.984265405 5733543.88515136
492622.473955899 5733336.37805782
494098.963646393 5733128.87096429
495575.453336887 5732921.36387076
497051.94302738 5732713.85677723
483556.028719406 5733104.93092852
485032.518409899 5732897.42383499
486509.008100393 5732689.91674146
487985.497790887 5732482.40964792
489461.98748138 5732274.90255439
490938.477171874 5732067.39546086
492414.966862368 5731859.88836733
493891.456552861 5731652.3812738
495367.946243355 5731444.87418027
496844.435933849 5731237.36708674
483348.521625874 5731628.44123803
484825.011316368 5731420.93414449
486301.501006862 5731213.42705096
487777.990697355 5731005.91995743
489254.480387849 5730798.4128639
490730.970078343 5730590.90577037
492207.459768836 5730383.39867684
493683.94945933 5730175.89158331
495160.439149824 5729968.38448977
496636.928840317 5729760.87739624
483141.014532343 5730151.95154753
484617.504222836 5729944.444454
486093.99391333 5729736.93736047
487570.483603824 5729529.43026694
489046.973294317 5729321.92317341
490523.462984811 5729114.41607988
491999.952675305 5728906.90898634
493476.442365798 5728699.40189281
494952.932056292 5728491.89479928
496429.421746786 5728284.38770575
