x y
484178.55 5737534.4
485842.200355486 5737300.58919039
487505.850710972 5737066.77838077
489169.501066457 5736832.96757116
490833.151421943 5736599.15676155
492496.801777429 5736365.34595194
494160.452132915 5736131.53514232
495824.102488401 5735897.72433271
497487.752843887 5735663.9135231
499151.403199373 5735430.10271348
483944.739190387 5735870.74964451
485608.389545873 5735636.9388349
487272.039901359 5735403.12802529
488935.690256845 5735169.31721568
490599.34061233 5734935.50640606
492262.990967816 5734701.69559645
493926.641323302 5734467.88478684
495590.291678788 5734234.07397722
497253.942034274 5734000.26316761
498917.59238976 5733766.452358
