x y
484178.55 5715990.05
485838.249185892 5715756.79449106
487497.948371783 5715523.53898212
489157.647557675 5715290.28347318
490817.346743566 5715057.02796424
492477.045929458 5714823.7724553
494136.745115349 5714590.51694636
495796.444301241 5714357.26143742
497456.143487133 5714124.00592848
484411.80550894 5717649.74918589
486071.504694832 5717416.49367695
487731.203880723 5717183.23816801
489390.903066615 5716949.98265907
491050.602252506 5716716.72715013
492710.301438398 5716483.47164119
494370.000624289 5716250.21613225
496029.699810181 5716016.96062331
497689.398996073 5715783.70511437
484645.06101788 5719309.44837178
486304.760203772 5719076.19286284
487964.459389663 5718842.9373539
489624.158575555 5718609.68184496
491283.857761446 5718376.42633602
492943.556947338 5718143.17082708
494603.256133229 5717909.91531814
496262.955319121 5717676.6598092
497922.654505013 5717443.40430026
484878.31652682 5720969.14755767
486538.015712712 5720735.89204873
488197.714898603 5720502.63653979
489857.414084495 5720269.38103085
491517.113270386 5720036.12552191
493176.812456278 5719802.87001297
494836.51164217 5719569.61450403
496496.210828061 5719336.35899509
498155.910013953 5719103.10348615
485111.57203576 5722628.84674357
486771.271221652 5722395.59123463
488430.970407543 5722162.33572569
490090.669593435 5721929.08021675
491750.368779327 5721695.82470781
493410.067965218 5721462.56919887
495069.76715111 5721229.31368993
496729.466337001 5720996.05818099
498389.165522893 5720762.80267205
485344.8275447 5724288.54592946
487004.526730592 5724055.29042052
488664.225916483 5723822.03491158
490323.925102375 5723588.77940264
491983.624288267 5723355.5238937
493643.323474158 5723122.26838476
495303.02266005 5722889.01287582
496962.721845941 5722655.75736688
485578.08305364 5725948.24511535
487237.782239532 5725714.98960641
488897.481425424 5725481.73409747
490557.180611315 5725248.47858853
492216.879797207 5725015.22307959
493876.578983098 5724781.96757065
495536.27816899 5724548.71206171
497195.977354881 5724315.45655277
485811.338562581 5727607.94430124
487471.037748472 5727374.6887923
489130.736934364 5727141.43328336
490790.436120255 5726908.17777442
492450.135306147 5726674.92226548
494109.834492038 5726441.66675654
495769.53367793 5726208.4112476
497429.232863821 5725975.15573866
