Wind forecast,Load forecast,Hour contribution,Month contribution
520.75,9858.8,-4.5531,2.0777
550.25,10125,-5.8897,2.0777
579,10258,-6.4964,2.0777
586,10339,-6.5532,2.0777
562.5,10595,-6.0053,2.0777
538.5,10971,-3.1522,2.0777
496.5,10979,0,2.0777
437.75,11090,1.6543,2.0777
352.75,11041,0.2304,2.0777
263.75,11000,-2.3736,2.0777
206.5,11085,-3.3265,2.0777
170.25,10916,-5.7591,2.0777
125,10683,-6.685,2.0777
145.5,10144,-7.2162,2.0777
130,9780.5,-7.554,2.0777
119,9584.3,-8.1784,2.0777
128.75,9513,-8.5721,2.0777
138.75,9547.8,-7.8377,2.0777
156.25,10172,-3.9861,2.0777
180,11089,-0.75799,2.0777
202,11657,0.24353,2.0777
211.5,11871,-0.6933,2.0777
236.75,11800,-2.2254,2.0777
288.5,11814,-3.3214,2.0777
335.25,11306,-4.5531,2.0777
375,11166,-5.8897,2.0777
401.25,11010,-6.4964,2.0777
411.25,10822,-6.5532,2.0777
423.75,10799,-6.0053,2.0777
368.75,11342,-3.1522,2.0777
311.5,11409,0,2.0777
277.25,11550,1.6543,2.0777
281.75,11601,0.2304,2.0777
315.75,11430,-2.3736,2.0777
374,11338,-3.3265,2.0777
423.75,11034,-5.7591,2.0777
432.75,10401,-6.685,2.0777
460,9939,-7.2162,2.0777
506.75,9600.5,-7.554,2.0777
521.25,9446.5,-8.1784,2.0777
479,9321.8,-8.5721,2.0777
436,9311.8,-7.8377,2.0777
397.25,9956.8,-3.9861,2.0777
349.5,10948,-0.75799,2.0777
323.75,11409,0.24353,2.0777
297.5,11377,-0.6933,2.0777
284.5,11061,-2.2254,2.0777
243,10803,-3.3214,2.0777
233,10583,-4.5531,2.0777
233.5,10402,-5.8897,2.0777
244.75,10238,-6.4964,2.0777
273.5,10252,-6.5532,2.0777
272.25,10497,-6.0053,2.0777
223,10956,-3.1522,2.0777
178.75,11160,0,2.0777
158.5,11363,1.6543,2.0777
183.75,11571,0.2304,2.0777
249.25,11491,-2.3736,2.0777
299,11397,-3.3265,2.0777
325.25,11003,-5.7591,2.0777
364.25,10299,-6.685,2.0777
357,9749.3,-7.2162,2.0777
347,9395.3,-7.554,2.0777
324,9293,-8.1784,2.0777
308,9279.5,-8.5721,2.0777
303,9358.5,-7.8377,2.0777
229.5,9940.3,-3.9861,2.0777
175,10785,-0.75799,2.0777
188,11358,0.24353,2.0777
228.5,11428,-0.6933,2.0777
331.5,11025,-2.2254,2.0777
451.5,10613,-3.3214,2.0777
656.75,10235,-4.5531,2.0777
900.75,10068,-5.8897,2.0777
1050.8,10011,-6.4964,2.0777
1181.8,9947.5,-6.5532,2.0777
1222.8,10142,-6.0053,2.0777
1116.5,10641,-3.1522,2.0777
1078.3,10852,0,2.0777
1022.5,11099,1.6543,2.0777
837.25,11292,0.2304,2.0777
662,11234,-2.3736,2.0777
618.75,11192,-3.3265,2.0777
660.5,10944,-5.7591,2.0777
718.25,9931.5,-6.685,2.0777
628.75,9288.3,-7.2162,2.0777
633.75,8934,-7.554,2.0777
602.25,8754.5,-8.1784,2.0777
631.75,8600.5,-8.5721,2.0777
720.25,8306.3,-7.8377,2.0777
809.25,8206.3,-3.9861,2.0777
909.25,8160.8,-0.75799,2.0777
991.75,8091.8,0.24353,2.0777
1089.3,8098.8,-0.6933,2.0777
1146.5,7910.5,-2.2254,2.0777
1196.3,7734.5,-3.3214,2.0777
1230.8,7702,-4.5531,2.0777
1302.5,7689.3,-5.8897,2.0777
1421.8,7788.8,-6.4964,2.0777
1506.3,7964,-6.5532,2.0777
1553,8173.5,-6.0053,2.0777
1503,8620,-3.1522,2.0777
1444.8,9057.5,0,2.0777
1369,9442.3,1.6543,2.0777
1217,9786,0.2304,2.0777
993.25,9831.3,-2.3736,2.0777
892.5,9882,-3.3265,2.0777
828.25,9783.8,-5.7591,2.0777
754,9330,-6.685,2.0777
799.5,8863.8,-7.2162,2.0777
788.75,8698.3,-7.554,2.0777
831.5,8459.3,-8.1784,2.0777
863,8360.3,-8.5721,2.0777
864.5,8231,-7.8377,2.0777
790.25,8021,-3.9861,2.0777
802.75,7775.5,-0.75799,2.0777
862,7547,0.24353,2.0777
880,7489.8,-0.6933,2.0777
922,7452.8,-2.2254,2.0777
980.25,7364.5,-3.3214,2.0777
1018.3,7288,-4.5531,2.0777
1086.5,7159.5,-5.8897,2.0777
1159.8,7219,-6.4964,2.0777
1179.5,7318.3,-6.5532,2.0777
1169.8,7659.3,-6.0053,2.0777
1170,8356.5,-3.1522,2.0777
1125.3,9119.8,0,2.0777
1030.8,9634.8,1.6543,2.0777
807.25,10037,0.2304,2.0777
671.75,10359,-2.3736,2.0777
572.5,10640,-3.3265,2.0777
487.25,10272,-5.7591,2.0777
412.5,9569.5,-6.685,2.0777
327,9190,-7.2162,2.0777
326,8879.3,-7.554,2.0777
337.75,8734.3,-8.1784,2.0777
356,8690,-8.5721,2.0777
373,8754.5,-7.8377,2.0777
378.5,9339.8,-3.9861,2.0777
369.75,10006,-0.75799,2.0777
356.5,10430,0.24353,2.0777
333.75,10442,-0.6933,2.0777
365.75,10320,-2.2254,2.0777
424,10206,-3.3214,2.0777
528.25,9932.3,-4.5531,2.0777
591.75,9932.8,-5.8897,2.0777
625.75,9984.5,-6.4964,2.0777
673.5,10059,-6.5532,2.0777
747.5,10296,-6.0053,2.0777
827.25,10856,-3.1522,2.0777
926,11015,0,2.0777
918.25,11201,1.6543,2.0777
773.75,11471,0.2304,2.0777
639.25,11530,-2.3736,2.0777
557,11464,-3.3265,2.0777
497.5,11148,-5.7591,2.0777
432.75,10447,-6.685,2.0777
270.25,9888.5,-7.2162,2.0777
275.25,9591,-7.554,2.0777
290,9390.8,-8.1784,2.0777
281.25,9309.5,-8.5721,2.0777
249,9340.3,-7.8377,2.0777
235.75,9899,-3.9861,2.0777
219,10661,-0.75799,2.0777
215.75,11012,0.24353,2.0777
211,10956,-0.6933,2.0777
206.75,10649,-2.2254,2.0777
213,10393,-3.3214,2.0777
217.5,10163,-4.5531,2.0777
221,10162,-5.8897,2.0777
201.75,10174,-6.4964,2.0777
183.75,10263,-6.5532,2.0777
166,10552,-6.0053,2.0777
138.25,10990,-3.1522,2.0777
112.75,11035,0,2.0777
92.75,11182,1.6543,2.0777
90.25,11283,0.2304,2.0777
107,11325,-2.3736,2.0777
119.75,11418,-3.3265,2.0777
108,11259,-5.7591,2.0777
101.5,11070,-6.685,2.0777
53.75,10477,-7.2162,2.0777
39,10171,-7.554,2.0777
32,10038,-8.1784,2.0777
27.5,10019,-8.5721,2.0777
24.25,10116,-7.8377,2.0777
23.25,10863,-3.9861,2.0777
24.75,12013,-0.75799,2.0777
20.25,12752,0.24353,2.0777
17.75,12974,-0.6933,2.0777
18.75,12880,-2.2254,2.0777
22.25,12899,-3.3214,2.0777
25.25,12801,-4.5531,2.0777
28.25,12773,-5.8897,2.0777
36,12612,-6.4964,2.0777
48,12491,-6.5532,2.0777
46,12649,-6.0053,2.0777
46.25,13029,-3.1522,2.0777
52.75,12813,0,2.0777
68.25,12718,1.6543,2.0777
109,12563,0.2304,2.0777
187.25,12255,-2.3736,2.0777
315,12130,-3.3265,2.0777
492.75,11647,-5.7591,2.0777
684.25,10691,-6.685,2.0777
839.5,10159,-7.2162,2.0777
866.5,9805.3,-7.554,2.0777
865.25,9616.8,-8.1784,2.0777
815.25,9512.5,-8.5721,2.0777
737.5,9554.5,-7.8377,2.0777
639.75,10201,-3.9861,2.0777
565.5,11050,-0.75799,2.0777
548.25,11527,0.24353,2.0777
556,11565,-0.6933,2.0777
624.75,11290,-2.2254,2.0777
705.5,11042,-3.3214,2.0777
780.75,10826,-4.5531,2.0777
832.25,10763,-5.8897,2.0777
821,10770,-6.4964,2.0777
809,10839,-6.5532,2.0777
751.25,10955,-6.0053,2.0777
675.75,11308,-3.1522,2.0777
576.5,11571,0,2.0777
457.75,11754,1.6543,2.0777
412,11915,0.2304,2.0777
368,11838,-2.3736,2.0777
338.5,11798,-3.3265,2.0777
362,11360,-5.7591,2.0777
358.75,10701,-6.685,2.0777
494.75,10166,-7.2162,2.0777
424.5,9797,-7.554,2.0777
374.25,9670.8,-8.1784,2.0777
314.5,9661.8,-8.5721,2.0777
243,9749.8,-7.8377,2.0777
175.25,10343,-3.9861,2.0777
149.5,11159,-0.75799,2.0777
167.75,11771,0.24353,2.0777
199.25,11875,-0.6933,2.0777
257.5,11549,-2.2254,2.0777
344.75,11167,-3.3214,2.0777
454,10860,-4.5531,2.0777
550.5,10814,-5.8897,2.0777
534,10719,-6.4964,2.0777
485.5,10568,-6.5532,2.0777
428.75,10657,-6.0053,2.0777
359,11037,-3.1522,2.0777
285.75,11178,0,2.0777
258.75,11354,1.6543,2.0777
293,11508,0.2304,2.0777
333.75,11414,-2.3736,2.0777
368.25,11405,-3.3265,2.0777
441.25,11131,-5.7591,2.0777
553.25,10145,-6.685,2.0777
835.5,9546,-7.2162,2.0777
874.25,9148.8,-7.554,2.0777
1005,8927.3,-8.1784,2.0777
1047,8780.5,-8.5721,2.0777
1043.5,8544.3,-7.8377,2.0777
1126.5,8486.3,-3.9861,2.0777
1224.5,8513,-0.75799,2.0777
1307,8545,0.24353,2.0777
1323.3,8654.3,-0.6933,2.0777
1213.3,8558.3,-2.2254,2.0777
1257.8,8395.5,-3.3214,2.0777
1373,8325.5,-4.5531,2.0777
1523.8,8258.5,-5.8897,2.0777
1838.5,8283.5,-6.4964,2.0777
2020.3,8374,-6.5532,2.0777
2164.3,8611,-6.0053,2.0777
2237,9113.5,-3.1522,2.0777
2166.5,9482,0,2.0777
2075.5,9790,1.6543,2.0777
2029.5,10042,0.2304,2.0777
1997.3,10080,-2.3736,2.0777
1899.5,10175,-3.3265,2.0777
1654,9994.5,-5.7591,2.0777
1414.5,9508,-6.685,2.0777
1451.8,9022.5,-7.2162,2.0777
1276.5,8763,-7.554,2.0777
1180.3,8567.3,-8.1784,2.0777
1141.8,8510.8,-8.5721,2.0777
1067.3,8340.3,-7.8377,2.0777
963.25,8087.5,-3.9861,2.0777
944.75,7830.8,-0.75799,2.0777
979.5,7655.8,0.24353,2.0777
941.75,7668,-0.6933,2.0777
914,7668.3,-2.2254,2.0777
872.75,7691.5,-3.3214,2.0777
819.5,7671.3,-4.5531,2.0777
764.5,7504.8,-5.8897,2.0777
695.5,7545.3,-6.4964,2.0777
598,7580.8,-6.5532,2.0777
482.5,7737.5,-6.0053,2.0777
373.25,8309.8,-3.1522,2.0777
295.75,8953,0,2.0777
244,9454.3,1.6543,2.0777
217.25,9907.8,0.2304,2.0777
227.25,10204,-2.3736,2.0777
300.5,10498,-3.3265,2.0777
363.25,10181,-5.7591,2.0777
468.75,9564.8,-6.685,2.0777
503.75,9198,-7.2162,2.0777
644,8904.8,-7.554,2.0777
821.75,8759,-8.1784,2.0777
980,8780.5,-8.5721,2.0777
1101.3,8911.8,-7.8377,2.0777
1205.5,9500.8,-3.9861,2.0777
1324.5,10248,-0.75799,2.0777
1540.3,10685,0.24353,2.0777
1748.8,10793,-0.6933,2.0777
1806.8,10711,-2.2254,2.0777
1745.8,10588,-3.3214,2.0777
1653.8,10268,-4.5531,2.0777
1572.5,10160,-5.8897,2.0777
1514.8,10117,-6.4964,2.0777
1456,10096,-6.5532,2.0777
1343.5,10202,-6.0053,2.0777
1148.5,10670,-3.1522,2.0777
908,10771,0,2.0777
678,10898,1.6543,2.0777
549,11124,0.2304,2.0777
468.75,11179,-2.3736,2.0777
421.75,11186,-3.3265,2.0777
397.5,10878,-5.7591,2.0777
376.75,10297,-6.685,2.0777
340.5,9737.3,-7.2162,2.0777
254.75,9464.3,-7.554,2.0777
209.5,9301,-8.1784,2.0777
178,9263.8,-8.5721,2.0777
164.25,9284.8,-7.8377,2.0777
142.25,9842.5,-3.9861,2.0777
106.5,10548,-0.75799,2.0777
98,10933,0.24353,2.0777
92.25,10919,-0.6933,2.0777
83.25,10683,-2.2254,2.0777
63.25,10498,-3.3214,2.0777
49,10212,-4.5531,2.0777
43.25,10179,-5.8897,2.0777
48.5,10147,-6.4964,2.0777
58.75,10096,-6.5532,2.0777
81.25,10319,-6.0053,2.0777
159.5,10679,-3.1522,2.0777
281.25,10783,0,2.0777
466.5,10982,1.6543,2.0777
683.25,11214,0.2304,2.0777
865.75,11301,-2.3736,2.0777
1066,11415,-3.3265,2.0777
1169.8,11098,-5.7591,2.0777
1255.5,10535,-6.685,2.0777
1351.5,10006,-7.2162,2.0777
1322.3,9690,-7.554,2.0777
1287.8,9536,-8.1784,2.0777
1309.3,9517.5,-8.5721,2.0777
1235.3,9611,-7.8377,2.0777
1046.3,10137,-3.9861,2.0777
781.5,10930,-0.75799,2.0777
533.5,11393,0.24353,2.0777
381,11475,-0.6933,2.0777
294.75,11258,-2.2254,2.0777
262.25,11192,-3.3214,2.0777
260.25,11123,-4.5531,2.0777
273.25,11200,-5.8897,2.0777
257.25,11254,-6.4964,2.0777
245.25,11286,-6.5532,2.0777
247.75,11468,-6.0053,2.0777
265.75,11854,-3.1522,2.0777
290.25,11769,0,2.0777
320.75,11749,1.6543,2.0777
325.75,11781,0.2304,2.0777
351,11621,-2.3736,2.0777
348.25,11594,-3.3265,2.0777
310,11219,-5.7591,2.0777
264,10561,-6.685,2.0777
160.25,9967.8,-7.2162,2.0777
270,9616.5,-7.554,2.0777
348.75,9426,-8.1784,2.0777
431,9385,-8.5721,2.0777
456.75,9483.5,-7.8377,2.0777
452,10068,-3.9861,2.0777
399.5,10902,-0.75799,2.0777
339.75,11434,0.24353,2.0777
297,11506,-0.6933,2.0777
294.75,11252,-2.2254,2.0777
338.75,10942,-3.3214,2.0777
363.5,10783,-4.5531,2.0777
350.25,10917,-5.8897,2.0777
328.25,11027,-6.4964,2.0777
320.75,11214,-6.5532,2.0777
324.25,11376,-6.0053,2.0777
387.5,11742,-3.1522,2.0777
590.5,11826,0,2.0777
870.25,11896,1.6543,2.0777
1186.3,11905,0.2304,2.0777
1341.8,11807,-2.3736,2.0777
1383,11754,-3.3265,2.0777
1543.8,11303,-5.7591,2.0777
1694,10699,-6.685,2.0777
1320.5,10166,-7.2162,2.0777
1389.5,9831.5,-7.554,2.0777
1462,9687.5,-8.1784,2.0777
1437.3,9661.8,-8.5721,2.0777
1407.3,9785.5,-7.8377,2.0777
1449.5,10333,-3.9861,2.0777
1307.5,11140,-0.75799,2.0777
1139.5,11698,0.24353,2.0777
1024.3,11813,-0.6933,2.0777
965.75,11545,-2.2254,2.0777
1043.8,11241,-3.3214,2.0777
1114,11061,-4.5531,2.0777
1150,11147,-5.8897,2.0777
1174.8,11047,-6.4964,2.0777
1249.8,10885,-6.5532,2.0777
1393.3,10893,-6.0053,2.0777
1603.3,11270,-3.1522,2.0777
1784.5,11371,0,2.0777
1795,11376,1.6543,2.0777
1787,11520,0.2304,2.0777
1961.5,11376,-2.3736,2.0777
2184.8,11342,-3.3265,2.0777
2142.3,10980,-5.7591,2.0777
1968.8,10276,-6.685,2.0777
1833.5,9720.3,-7.2162,2.0777
1818.3,9314.8,-7.554,2.0777
1759.8,9049.3,-8.1784,2.0777
1673.5,8845.8,-8.5721,2.0777
1610.3,8623,-7.8377,2.0777
1541.8,8558,-3.9861,2.0777
1468,8595,-0.75799,2.0777
1355.3,8749.3,0.24353,2.0777
1231.5,9033,-0.6933,2.0777
1199,9101,-2.2254,2.0777
1235,9030.8,-3.3214,2.0777
1248.3,8978,-4.5531,2.0777
1173.3,8760.8,-5.8897,2.0777
1030,8709.8,-6.4964,2.0777
1014.8,8714.8,-6.5532,2.0777
1061.3,8717,-6.0053,2.0777
1152.3,8934,-3.1522,2.0777
1303,9211.8,0,2.0777
1490.5,9459,1.6543,2.0777
1614,9710,0.2304,2.0777
1798.8,9788.3,-2.3736,2.0777
1957,9977.8,-3.3265,2.0777
1868.3,9759,-5.7591,2.0777
1757,9345.8,-6.685,2.0777
1524,8941.8,-7.2162,2.0777
1424.8,8659.3,-7.554,2.0777
1282,8518,-8.1784,2.0777
1154.3,8507,-8.5721,2.0777
1064.5,8358.3,-7.8377,2.0777
958.25,8113.8,-3.9861,2.0777
816,7817,-0.75799,2.0777
640.5,7559.5,0.24353,2.0777
532,7462.5,-0.6933,2.0777
482.75,7471.3,-2.2254,2.0777
490.75,7457,-3.3214,2.0777
534.5,7500.5,-4.5531,2.0777
596,7393,-5.8897,2.0777
661.5,7335,-6.4964,2.0777
746.5,7322.8,-6.5532,2.0777
829,7509.5,-6.0053,2.0777
884.25,8105.3,-3.1522,2.0777
982.5,8702.8,0,2.0777
1084.3,9204.8,1.6543,2.0777
1157.5,9775,0.2304,2.0777
1158,9999.8,-2.3736,2.0777
1141.5,10285,-3.3265,2.0777
1159.3,10012,-5.7591,2.0777
1164.5,9537.3,-6.685,2.0777
883.75,9120,-7.2162,2.0777
833.25,8856,-7.554,2.0777
791.25,8730.8,-8.1784,2.0777
722,8738.8,-8.5721,2.0777
622.25,8869.8,-7.8377,2.0777
535.5,9423.3,-3.9861,2.0777
455.5,10157,-0.75799,2.0777
433.25,10571,0.24353,2.0777
422,10684,-0.6933,2.0777
403,10487,-2.2254,2.0777
385.75,10268,-3.3214,2.0777
361.5,9970,-4.5531,2.0777
334,9908,-5.8897,2.0777
318.25,9886,-6.4964,2.0777
312.5,9938.8,-6.5532,2.0777
312,10090,-6.0053,2.0777
292,10581,-3.1522,2.0777
279.25,10716,0,2.0777
237.25,10908,1.6543,2.0777
182.25,11146,0.2304,2.0777
165.75,11118,-2.3736,2.0777
189.25,11239,-3.3265,2.0777
242,10903,-5.7591,2.0777
315.25,10323,-6.685,2.0777
484.25,9766.8,-7.2162,2.0777
542,9495,-7.554,2.0777
614.25,9352,-8.1784,2.0777
652.5,9333.5,-8.5721,2.0777
603.75,9417.5,-7.8377,2.0777
540,9948,-3.9861,2.0777
448,10607,-0.75799,2.0777
365.5,10948,0.24353,2.0777
326,10986,-0.6933,2.0777
340.25,10754,-2.2254,2.0777
393.75,10585,-3.3214,2.0777
474,10268,-4.5531,2.0777
617.25,10184,-5.8897,2.0777
778.25,10190,-6.4964,2.0777
929.25,10227,-6.5532,2.0777
977,10539,-6.0053,2.0777
724.5,10986,-3.1522,2.0777
499.25,11140,0,2.0777
428.5,11386,1.6543,2.0777
484,11655,0.2304,2.0777
576.5,11643,-2.3736,2.0777
604,11647,-3.3265,2.0777
653.5,11252,-5.7591,2.0777
768,10551,-6.685,2.0777
1148.8,10000,-7.2162,2.0777
1279.5,9670.3,-7.554,2.0777
1414.8,9507.8,-8.1784,2.0777
1490.3,9494,-8.5721,2.0777
1548.3,9656,-7.8377,2.0777
1616.8,10234,-3.9861,2.0777
1767.5,10985,-0.75799,2.0777
1972.5,11594,0.24353,2.0777
2107,11677,-0.6933,2.0777
2114.5,11469,-2.2254,2.0777
2136.8,11374,-3.3214,2.0777
2190,11301,-4.5531,2.0777
2134.3,11357,-5.8897,2.0777
2050.5,11413,-6.4964,2.0777
2045.5,11479,-6.5532,2.0777
1963.5,11739,-6.0053,2.0777
1811.8,12183,-3.1522,2.0777
1615.8,12165,0,2.0777
1497,12159,1.6543,2.0777
1328.8,12227,0.2304,2.0777
1276.8,12142,-2.3736,2.0777
1300.3,12016,-3.3265,2.0777
1298,11502,-5.7591,2.0777
1275.3,10829,-6.685,0.36407
1579,10231,-7.2162,0.36407
1572.8,9920,-7.554,0.36407
1548,9735.3,-8.1784,0.36407
1501,9730.5,-8.5721,0.36407
1439.8,9895.8,-7.8377,0.36407
1374.8,10504,-3.9861,0.36407
1326,11374,-0.75799,0.36407
1282,11915,0.24353,0.36407
1247,12014,-0.6933,0.36407
1199.5,11807,-2.2254,0.36407
1179.8,11548,-3.3214,0.36407
1199,11363,-4.5531,0.36407
1227,11481,-5.8897,0.36407
1254.5,11613,-6.4964,0.36407
1237.3,11753,-6.5532,0.36407
1117.5,11961,-6.0053,0.36407
997.5,12309,-3.1522,0.36407
944.5,12292,0,0.36407
854,12345,1.6543,0.36407
652,12393,0.2304,0.36407
517.25,12246,-2.3736,0.36407
471.5,12103,-3.3265,0.36407
480.75,11611,-5.7591,0.36407
535.25,10874,-6.685,0.36407
638.5,10213,-7.2162,0.36407
632,9883,-7.554,0.36407
613.5,9765.8,-8.1784,0.36407
569.75,9708.5,-8.5721,0.36407
548.75,9900.5,-7.8377,0.36407
552.25,10493,-3.9861,0.36407
535.75,11293,-0.75799,0.36407
526.75,11844,0.24353,0.36407
534.5,11939,-0.6933,0.36407
582.75,11727,-2.2254,0.36407
735.25,11556,-3.3214,0.36407
875.75,11489,-4.5531,0.36407
970.75,11567,-5.8897,0.36407
1137.5,11475,-6.4964,0.36407
1364.5,11339,-6.5532,0.36407
1596.8,11384,-6.0053,0.36407
1821.5,11756,-3.1522,0.36407
1864,11874,0,0.36407
1890.5,11860,1.6543,0.36407
1704.5,11931,0.2304,0.36407
1500.3,11662,-2.3736,0.36407
1256,11539,-3.3265,0.36407
1090,11103,-5.7591,0.36407
971.5,10257,-6.685,0.36407
865.25,9707.3,-7.2162,0.36407
787.5,9307.8,-7.554,0.36407
697,9037.8,-8.1784,0.36407
630.75,8896.8,-8.5721,0.36407
558.5,8802.5,-7.8377,0.36407
489.5,8764.3,-3.9861,0.36407
457,8788.3,-0.75799,0.36407
473.5,8881.8,0.24353,0.36407
480,9170.3,-0.6933,0.36407
473,9315,-2.2254,0.36407
489.75,9204.5,-3.3214,0.36407
498.25,9031.5,-4.5531,0.36407
490,8718,-5.8897,0.36407
513.5,8551,-6.4964,0.36407
536.5,8495.5,-6.5532,0.36407
517.25,8559,-6.0053,0.36407
448.75,8863.3,-3.1522,0.36407
389,9209,0,0.36407
316.75,9526.5,1.6543,0.36407
251.75,9787.8,0.2304,0.36407
196,9892.8,-2.3736,0.36407
139.25,10108,-3.3265,0.36407
100.75,9862.5,-5.7591,0.36407
80.25,9428,-6.685,0.36407
65.5,9029.5,-7.2162,0.36407
65.75,8737,-7.554,0.36407
63.25,8609.8,-8.1784,0.36407
68.5,8586.5,-8.5721,0.36407
69.25,8495,-7.8377,0.36407
66.5,8271.5,-3.9861,0.36407
59.75,8000.5,-0.75799,0.36407
70.75,7778.8,0.24353,0.36407
71.5,7673,-0.6933,0.36407
65.5,7628.5,-2.2254,0.36407
56.5,7570.8,-3.3214,0.36407
51.25,7635,-4.5531,0.36407
48.75,7701,-5.8897,0.36407
52.25,7714.3,-6.4964,0.36407
60.25,7734.5,-6.5532,0.36407
77,7905.8,-6.0053,0.36407
100.25,8469.3,-3.1522,0.36407
140.75,9049.8,0,0.36407
183.25,9450.3,1.6543,0.36407
264.75,9868.8,0.2304,0.36407
401.75,10060,-2.3736,0.36407
514.25,10304,-3.3265,0.36407
592.5,9993,-5.7591,0.36407
644,9539.3,-6.685,0.36407
344.25,9137,-7.2162,0.36407
345,8908.3,-7.554,0.36407
290.75,8795.3,-8.1784,0.36407
241,8787,-8.5721,0.36407
218.75,8963.8,-7.8377,0.36407
208.5,9489.8,-3.9861,0.36407
217.5,10171,-0.75799,0.36407
326,10532,0.24353,0.36407
527.5,10614,-0.6933,0.36407
731.25,10273,-2.2254,0.36407
923.5,9955.8,-3.3214,0.36407
1159.5,9691,-4.5531,0.36407
1363.8,9618.3,-5.8897,0.36407
1395,9618.5,-6.4964,0.36407
1368.8,9743.8,-6.5532,0.36407
1353.5,9981,-6.0053,0.36407
1332.5,10519,-3.1522,0.36407
1249,10768,0,0.36407
1213,11047,1.6543,0.36407
1325,11309,0.2304,0.36407
1464.5,11287,-2.3736,0.36407
1588.8,11399,-3.3265,0.36407
1587.3,10995,-5.7591,0.36407
1592.8,10338,-6.685,0.36407
1413,9778.3,-7.2162,0.36407
1350.3,9495.5,-7.554,0.36407
1321.5,9327.5,-8.1784,0.36407
1278,9294.5,-8.5721,0.36407
1216,9411.3,-7.8377,0.36407
1156.3,9928.3,-3.9861,0.36407
1159.5,10565,-0.75799,0.36407
1255.8,10917,0.24353,0.36407
1289.8,10961,-0.6933,0.36407
1305,10650,-2.2254,0.36407
1314,10396,-3.3214,0.36407
1315,10160,-4.5531,0.36407
1302.3,10078,-5.8897,0.36407
1254,10121,-6.4964,0.36407
1199.5,10264,-6.5532,0.36407
1087,10629,-6.0053,0.36407
1033.3,11082,-3.1522,0.36407
935.5,11266,0,0.36407
825.25,11485,1.6543,0.36407
822.75,11717,0.2304,0.36407
893.25,11730,-2.3736,0.36407
992.75,11665,-3.3265,0.36407
1109.5,11216,-5.7591,0.36407
1228,10566,-6.685,0.36407
1362.8,9996.5,-7.2162,0.36407
1465,9635.5,-7.554,0.36407
1509.3,9428,-8.1784,0.36407
1499,9384.5,-8.5721,0.36407
1421.8,9521.5,-7.8377,0.36407
1341.5,10041,-3.9861,0.36407
1325.5,10673,-0.75799,0.36407
1443.3,11220,0.24353,0.36407
1532.3,11322,-0.6933,0.36407
1544.8,11127,-2.2254,0.36407
1542.5,11026,-3.3214,0.36407
1593.8,10864,-4.5531,0.36407
1652.3,10848,-5.8897,0.36407
1734,10892,-6.4964,0.36407
1871.5,10964,-6.5532,0.36407
1936.5,11185,-6.0053,0.36407
1902,11587,-3.1522,0.36407
1812.8,11627,0,0.36407
1712.8,11686,1.6543,0.36407
1657.3,11864,0.2304,0.36407
1644.3,11894,-2.3736,0.36407
1685.3,11819,-3.3265,0.36407
1751.8,11349,-5.7591,0.36407
1765.8,10651,-6.685,0.36407
1834.3,10082,-7.2162,0.36407
1757.8,9790,-7.554,0.36407
1679.8,9610.5,-8.1784,0.36407
1624.8,9593,-8.5721,0.36407
1532.3,9771,-7.8377,0.36407
1415.5,10340,-3.9861,0.36407
1331.3,11099,-0.75799,0.36407
1509.8,11576,0.24353,0.36407
1715.8,11615,-0.6933,0.36407
1860.8,11320,-2.2254,0.36407
1932.8,11218,-3.3214,0.36407
1954,11141,-4.5531,0.36407
1864.8,11227,-5.8897,0.36407
1661.5,11291,-6.4964,0.36407
1443.8,11358,-6.5532,0.36407
1219.5,11644,-6.0053,0.36407
942.5,12002,-3.1522,0.36407
681.75,11948,0,0.36407
443.5,12129,1.6543,0.36407
280.5,12246,0.2304,0.36407
197,12167,-2.3736,0.36407
159.5,12041,-3.3265,0.36407
161.25,11523,-5.7591,0.36407
208.25,10773,-6.685,0.36407
319.25,10114,-7.2162,0.36407
508.75,9804.3,-7.554,0.36407
792.5,9666.5,-8.1784,0.36407
1037.5,9598.5,-8.5721,0.36407
1219.3,9794,-7.8377,0.36407
1339.3,10319,-3.9861,0.36407
1442.8,10948,-0.75799,0.36407
1408.8,11452,0.24353,0.36407
1337.8,11603,-0.6933,0.36407
1244,11368,-2.2254,0.36407
1208,11191,-3.3214,0.36407
1243.3,11006,-4.5531,0.36407
1373.5,10914,-5.8897,0.36407
1451.8,10792,-6.4964,0.36407
1584.5,10741,-6.5532,0.36407
1652.5,10897,-6.0053,0.36407
1689,11277,-3.1522,0.36407
1668.3,11373,0,0.36407
1614.8,11448,1.6543,0.36407
1553.5,11504,0.2304,0.36407
1580.3,11309,-2.3736,0.36407
1769.5,11244,-3.3265,0.36407
2040,10863,-5.7591,0.36407
2286,10143,-6.685,0.36407
2612.3,9586.5,-7.2162,0.36407
2729.3,9216.3,-7.554,0.36407
2807,8959.8,-8.1784,0.36407
2926.5,8852.3,-8.5721,0.36407
3053.5,8779.8,-7.8377,0.36407
3175.8,8720,-3.9861,0.36407
3317.3,8750.8,-0.75799,0.36407
3465,8845.8,0.24353,0.36407
3574.8,9155.3,-0.6933,0.36407
3654.8,9321.5,-2.2254,0.36407
3672.3,9308.8,-3.3214,0.36407
3676.8,9155,-4.5531,0.36407
3708,8782,-5.8897,0.36407
3728.5,8678,-6.4964,0.36407
3745.8,8680.3,-6.5532,0.36407
