Wind forecast,Load forecast,Hour contribution,Month contribution
2273.8,12391,-6.685,11.907
2375.8,11810,-7.2162,11.907
2514,11411,-7.554,11.907
2648.3,11309,-8.1784,11.907
2711.5,11420,-8.5721,11.907
2770.5,11881,-7.8377,11.907
2783,13032,-3.9861,11.907
2717.3,14995,-0.75799,11.907
2602,16635,0.24353,11.907
2483.8,17155,-0.6933,11.907
2477.3,17063,-2.2254,11.907
2628,16930,-3.3214,11.907
2866.8,16716,-4.5531,11.907
3108.3,15521,-5.8897,11.907
3315.3,16830,-6.4964,11.907
3472.5,17128,-6.5532,11.907
3539.3,17374,-6.0053,11.907
3609.5,17958,-3.1522,11.907
3667.3,16992,0,11.907
3688.8,16289,1.6543,11.907
3686.3,15656,0.2304,11.907
3673.8,14886,-2.3736,11.907
3653,14031,-3.3265,11.907
3644.8,13121,-5.7591,11.907
3558,12514,-6.685,11.907
3548.8,12033,-7.2162,11.907
3544.8,11642,-7.554,11.907
3527.8,11547,-8.1784,11.907
3484.8,11588,-8.5721,11.907
3410.3,11986,-7.8377,11.907
3262.8,13315,-3.9861,11.907
3050.3,15301,-0.75799,11.907
2777.3,16937,0.24353,11.907
2485.3,17503,-0.6933,11.907
2267.3,17726,-2.2254,11.907
2109.8,17715,-3.3214,11.907
1990.8,17572,-4.5531,11.907
1843.5,17589,-5.8897,11.907
1645.8,17677,-6.4964,11.907
1514,17779,-6.5532,11.907
1430.3,18002,-6.0053,11.907
1359.5,18542,-3.1522,11.907
1269.5,17427,0,11.907
1195.5,16671,1.6543,11.907
1162.8,15999,0.2304,11.907
1136,15256,-2.3736,11.907
1123.5,14272,-3.3265,11.907
1065.8,13390,-5.7591,11.907
904,12757,-6.685,11.907
852.25,12312,-7.2162,11.907
825.25,11850,-7.554,11.907
833.5,11675,-8.1784,11.907
830.25,11761,-8.5721,11.907
779,12204,-7.8377,11.907
752.25,13577,-3.9861,11.907
792.25,15828,-0.75799,11.907
816.5,17708,0.24353,11.907
769.75,18335,-0.6933,11.907
709.25,18312,-2.2254,11.907
651.5,18107,-3.3214,11.907
604.5,17766,-4.5531,11.907
575,17759,-5.8897,11.907
555.25,17971,-6.4964,11.907
556.5,18198,-6.5532,11.907
621,18641,-6.0053,11.907
651.5,19171,-3.1522,11.907
644,18047,0,11.907
628.25,17279,1.6543,11.907
602,16566,0.2304,11.907
586.5,15641,-2.3736,11.907
564.5,14368,-3.3265,11.907
518.25,13432,-5.7591,11.907
439.25,12781,-6.685,11.907
612.5,12240,-7.2162,11.907
820.5,11913,-7.554,11.907
1132.8,11751,-8.1784,11.907
1347.5,11783,-8.5721,11.907
1406.5,12323,-7.8377,11.907
1474.8,13674,-3.9861,11.907
1496,15872,-0.75799,11.907
1550.8,17886,0.24353,11.907
1605.8,18253,-0.6933,11.907
1657.3,18847,-2.2254,11.907
1732,18555,-3.3214,11.907
1845.8,18163,-4.5531,11.907
1985.8,17989,-5.8897,11.907
2145,17843,-6.4964,11.907
2231.5,17730,-6.5532,11.907
2139.8,17906,-6.0053,11.907
2021.8,18272,-3.1522,11.907
1967.5,17216,0,11.907
1982.3,16472,1.6543,11.907
1984.8,15785,0.2304,11.907
2032,14962,-2.3736,11.907
2123.8,14080,-3.3265,11.907
2270.8,13295,-5.7591,11.907
2587.5,12581,-6.685,11.907
2782.8,12081,-7.2162,11.907
2933.5,11608,-7.554,11.907
3109.8,11329,-8.1784,11.907
3207,11235,-8.5721,11.907
3257,11423,-7.8377,11.907
3263.8,11868,-3.9861,11.907
3200.3,12850,-0.75799,11.907
3071,14051,0.24353,11.907
2952,14852,-0.6933,11.907
2910.8,15264,-2.2254,11.907
2919.8,15191,-3.3214,11.907
2869.8,14822,-4.5531,11.907
2720.5,14360,-5.8897,11.907
2603.3,14341,-6.4964,11.907
2534.3,14432,-6.5532,11.907
2481.3,14768,-6.0053,11.907
2454.3,15173,-3.1522,11.907
2434.5,14250,0,11.907
2386,13596,1.6543,11.907
2287,13043,0.2304,11.907
2155.8,12348,-2.3736,11.907
2076.3,11640,-3.3265,11.907
2027.5,11138,-5.7591,11.907
2000,10836,-6.685,11.907
1921.8,10507,-7.2162,11.907
1804.8,10173,-7.554,11.907
1654.3,10183,-8.1784,11.907
1446.3,10336,-8.5721,11.907
1232.5,10640,-7.8377,11.907
1038.3,10974,-3.9861,11.907
867.5,11625,-0.75799,11.907
709.5,12739,0.24353,11.907
591.25,13664,-0.6933,11.907
502.75,14326,-2.2254,11.907
442.5,14753,-3.3214,11.907
395.75,15130,-4.5531,11.907
354,15386,-5.8897,11.907
333,15459,-6.4964,11.907
324.5,15603,-6.5532,11.907
425.5,15855,-6.0053,11.907
573.75,16441,-3.1522,11.907
765,15789,0,11.907
988.75,15196,1.6543,11.907
1248.3,14755,0.2304,11.907
1391.5,14252,-2.3736,11.907
1310.5,13481,-3.3265,11.907
1218.5,12644,-5.7591,11.907
699.5,12079,-6.685,11.907
766,11605,-7.2162,11.907
855.25,11240,-7.554,11.907
872.75,11171,-8.1784,11.907
907.5,11182,-8.5721,11.907
973.25,11709,-7.8377,11.907
1080.8,12993,-3.9861,11.907
1178.3,14828,-0.75799,11.907
1303,16565,0.24353,11.907
1482.3,17366,-0.6933,11.907
1783.3,17558,-2.2254,11.907
2113.8,17512,-3.3214,11.907
2497.8,17243,-4.5531,11.907
2917.5,17051,-5.8897,11.907
3245,16992,-6.4964,11.907
3446.8,17108,-6.5532,11.907
3611.5,17405,-6.0053,11.907
3818.3,17783,-3.1522,11.907
3965,16600,0,11.907
4055.8,15733,1.6543,11.907
4116.3,15080,0.2304,11.907
4146.3,14162,-2.3736,11.907
4142.5,13194,-3.3265,11.907
4184.8,12494,-5.7591,11.907
3658.3,11796,-6.685,11.907
3734.5,11359,-7.2162,11.907
3816.5,10922,-7.554,11.907
3878.5,10707,-8.1784,11.907
3945.8,10558,-8.5721,11.907
3997.5,10768,-7.8377,11.907
4044.8,11426,-3.9861,11.907
4080.5,12529,-0.75799,11.907
4091,13747,0.24353,11.907
4099.8,14321,-0.6933,11.907
4098.8,14313,-2.2254,11.907
4096.3,14304,-3.3214,11.907
4090.5,14324,-4.5531,11.907
4091.5,14258,-5.8897,11.907
4084.8,14431,-6.4964,11.907
4114.3,14602,-6.5532,11.907
4129.8,14723,-6.0053,11.907
4119.5,15326,-3.1522,11.907
4089.3,14675,0,11.907
4053.3,14123,1.6543,11.907
3998.8,13620,0.2304,11.907
3913.3,13018,-2.3736,11.907
3761.8,12377,-3.3265,11.907
3641.5,11585,-5.7591,11.907
3603.8,11065,-6.685,11.907
3553.3,10601,-7.2162,11.907
3466.8,10251,-7.554,11.907
3406.5,10161,-8.1784,11.907
3347.8,10236,-8.5721,11.907
3216.8,10821,-7.8377,11.907
3140.3,12101,-3.9861,11.907
2967.8,13781,-0.75799,11.907
2772.8,15419,0.24353,11.907
2644.5,16306,-0.6933,11.907
2688.5,16617,-2.2254,11.907
2782,16686,-3.3214,11.907
2886.3,16642,-4.5531,11.907
2878.5,16725,-5.8897,11.907
2808.8,16844,-6.4964,11.907
2700,16932,-6.5532,11.907
2557.3,17169,-6.0053,11.907
2471,17862,-3.1522,11.907
2408.5,16803,0,11.907
2324.3,16003,1.6543,11.907
2248.3,15473,0.2304,11.907
2113.5,14840,-2.3736,11.907
1885,13969,-3.3265,11.907
1626.3,13183,-5.7591,11.907
1313.5,12578,-6.685,11.907
1058.5,12115,-7.2162,11.907
826,11676,-7.554,11.907
636.5,11513,-8.1784,11.907
494.5,11565,-8.5721,11.907
369.25,12061,-7.8377,11.907
247.75,13314,-3.9861,11.907
152.25,15297,-0.75799,11.907
100.75,17131,0.24353,11.907
69.5,17874,-0.6933,11.907
60.25,18028,-2.2254,11.907
68.5,18016,-3.3214,11.907
72,17759,-4.5531,11.907
59.75,17660,-5.8897,11.907
71.75,17839,-6.4964,11.907
93.75,17968,-6.5532,11.907
132,18317,-6.0053,11.907
178.5,18881,-3.1522,11.907
244,17690,0,11.907
298.75,16837,1.6543,11.907
380.25,16121,0.2304,11.907
531.75,15254,-2.3736,11.907
707.5,14125,-3.3265,11.907
902.5,13242,-5.7591,11.907
1337.8,12603,-6.685,11.907
1476.8,12092,-7.2162,11.907
1687,11734,-7.554,11.907
1931.8,11530,-8.1784,11.907
2004.3,11551,-8.5721,11.907
1926.3,12005,-7.8377,11.907
1792.3,13187,-3.9861,11.907
1755.5,15032,-0.75799,11.907
1746.3,16939,0.24353,11.907
1728,17431,-0.6933,11.907
1798.3,18176,-2.2254,11.907
1898.8,18048,-3.3214,11.907
1965.5,17843,-4.5531,11.907
2026.3,17645,-5.8897,11.907
2050.5,17493,-6.4964,11.907
2089.8,17273,-6.5532,11.907
2166.5,17319,-6.0053,11.907
2273.5,17632,-3.1522,11.907
2282,16533,0,11.907
2269,15814,1.6543,11.907
2243,15147,0.2304,11.907
2159,14336,-2.3736,11.907
2017,13533,-3.3265,11.907
1921.8,12772,-5.7591,11.907
1949,12026,-6.685,11.907
2009.8,11521,-7.2162,11.907
1990.5,11040,-7.554,11.907
1973,10683,-8.1784,11.907
2112.5,10558,-8.5721,11.907
2286.3,10725,-7.8377,11.907
2444,11156,-3.9861,11.907
2617.5,12091,-0.75799,11.907
2808,13216,0.24353,11.907
3025.3,13994,-0.6933,11.907
3193.5,14542,-2.2254,11.907
3280.5,14624,-3.3214,11.907
3292.3,14411,-4.5531,11.907
3248.3,14162,-5.8897,11.907
3213.3,14170,-6.4964,11.907
3215,14268,-6.5532,11.907
3238.3,14593,-6.0053,11.907
3281.8,15077,-3.1522,11.907
3280.3,14242,0,11.907
3271.5,13657,1.6543,11.907
3257.8,13195,0.2304,11.907
3155.5,12557,-2.3736,11.907
3000,11839,-3.3265,11.907
2819.3,11237,-5.7591,11.907
2556.8,10915,-6.685,11.907
2516.3,10591,-7.2162,11.907
2498.5,10277,-7.554,11.907
2568.8,10262,-8.1784,11.907
2816.5,10379,-8.5721,11.907
3118.3,10635,-7.8377,11.907
3356.5,11008,-3.9861,11.907
3499.5,11573,-0.75799,11.907
3585.8,12500,0.24353,11.907
3614.8,13365,-0.6933,11.907
3601.5,14022,-2.2254,11.907
3609.3,14502,-3.3214,11.907
3679.5,14841,-4.5531,11.907
3851.8,15075,-5.8897,11.907
4011.3,15183,-6.4964,11.907
4097.5,15368,-6.5532,11.907
4124.3,15572,-6.0053,11.907
4157.8,16195,-3.1522,11.907
4145.8,15579,0,11.907
4106,15042,1.6543,11.907
4029.5,14641,0.2304,11.907
3903.3,14194,-2.3736,11.907
3743,13507,-3.3265,11.907
3549.8,12650,-5.7591,11.907
3223.8,12129,-6.685,11.907
2920,11669,-7.2162,11.907
2669.8,11313,-7.554,11.907
2585.3,11250,-8.1784,11.907
2589.3,11280,-8.5721,11.907
2430.3,11823,-7.8377,11.907
2467.8,13065,-3.9861,11.907
2593,14838,-0.75799,11.907
2667,16484,0.24353,11.907
2736,17188,-0.6933,11.907
2851,17345,-2.2254,11.907
3007.8,17247,-3.3214,11.907
3084.3,16903,-4.5531,11.907
2991,16675,-5.8897,11.907
2821.3,16612,-6.4964,11.907
2617.8,16557,-6.5532,11.907
2461.5,16696,-6.0053,11.907
2421.5,16954,-3.1522,11.907
2266.8,15750,0,11.907
2006,14920,1.6543,11.907
1790,14220,0.2304,11.907
1606,13275,-2.3736,11.907
1504,12365,-3.3265,11.907
1475.5,11725,-5.7591,11.907
1707.8,11137,-6.685,11.907
1881,10668,-7.2162,11.907
2058.5,10195,-7.554,11.907
2157.3,9969,-8.1784,11.907
2176.8,9801.5,-8.5721,11.907
2198.5,9946,-7.8377,11.907
2232,10545,-3.9861,11.907
2324,11667,-0.75799,11.907
2424.8,12768,0.24353,11.907
2556.5,13307,-0.6933,11.907
2689.8,13525,-2.2254,11.907
2821.8,13576,-3.3214,11.907
2905.3,13617,-4.5531,11.907
2908.8,13568,-5.8897,11.907
2864.5,13647,-6.4964,11.907
2801.3,13803,-6.5532,11.907
2771.3,13983,-6.0053,11.907
2754.5,14655,-3.1522,11.907
2718.3,14170,0,11.907
2702.8,13678,1.6543,11.907
2677.3,13210,0.2304,11.907
2675.5,12548,-2.3736,11.907
2646.8,11867,-3.3265,11.907
2592.3,11172,-5.7591,11.907
2688.5,10723,-6.685,11.907
2703.3,10323,-7.2162,11.907
2727.5,10016,-7.554,11.907
2727.8,9887,-8.1784,11.907
2786,9933,-8.5721,11.907
2850.3,10494,-7.8377,11.907
2909.3,11707,-3.9861,11.907
2997.8,13449,-0.75799,11.907
3076.5,15053,0.24353,11.907
3149.3,15936,-0.6933,11.907
3187.5,16208,-2.2254,11.907
3215.3,16110,-3.3214,11.907
3232,15885,-4.5531,11.907
3239,15913,-5.8897,11.907
3266.3,16013,-6.4964,11.907
3310,16183,-6.5532,11.907
3411,16552,-6.0053,11.907
3521.8,17476,-3.1522,11.907
3581,16569,0,11.907
3537.5,15782,1.6543,11.907
3391.8,15267,0.2304,11.907
3091.8,14690,-2.3736,11.907
2857.5,13836,-3.3265,11.907
2704,13089,-5.7591,11.907
2009.8,12600,-6.685,11.907
2259.8,12256,-7.2162,11.907
2344.8,11910,-7.554,11.907
2321.5,11811,-8.1784,11.907
2215.3,11915,-8.5721,11.907
2137.3,12432,-7.8377,11.907
2097.3,13742,-3.9861,11.907
2026.5,15766,-0.75799,11.907
1898.5,17604,0.24353,11.907
1870.3,18393,-0.6933,11.907
2089,18657,-2.2254,11.907
2221.8,18574,-3.3214,11.907
2288,18272,-4.5531,11.907
2596.5,18160,-5.8897,11.907
2808,18291,-6.4964,11.907
2858,18359,-6.5532,11.907
2836,18596,-6.0053,11.907
2779.3,19283,-3.1522,11.907
2739.5,18152,0,11.907
2693.8,17303,1.6543,11.907
2737,16534,0.2304,11.907
2704.3,15572,-2.3736,11.907
2467.5,14452,-3.3265,11.907
2113.5,13634,-5.7591,11.907
1200.8,12634,-6.685,11.907
829.25,12119,-7.2162,11.907
520.5,11795,-7.554,11.907
302.75,11623,-8.1784,11.907
198.75,11641,-8.5721,11.907
172.5,12087,-7.8377,11.907
195.75,13204,-3.9861,11.907
259.25,15078,-0.75799,11.907
357,16794,0.24353,11.907
404.25,17606,-0.6933,11.907
345.5,17769,-2.2254,11.907
307.25,17750,-3.3214,11.907
296.25,17614,-4.5531,11.907
275.25,17497,-5.8897,11.907
278.75,17362,-6.4964,11.907
345.25,17300,-6.5532,11.907
422.5,17412,-6.0053,11.907
475.5,17794,-3.1522,11.907
533.5,16745,0,11.907
567.25,16002,1.6543,11.907
569.5,15219,0.2304,11.907
588.25,14201,-2.3736,11.907
616.75,13348,-3.3265,11.907
639,12626,-5.7591,11.907
593.75,12298,-6.685,11.907
622.25,11755,-7.2162,11.907
642.5,11242,-7.554,11.907
651.5,10894,-8.1784,11.907
660.25,10671,-8.5721,11.907
697.25,10749,-7.8377,11.907
770.5,11180,-3.9861,11.907
836.25,11877,-0.75799,11.907
832,12957,0.24353,11.907
789.5,13933,-0.6933,11.907
718.5,14565,-2.2254,11.907
628,14686,-3.3214,11.907
578.75,14606,-4.5531,11.907
605.25,14386,-5.8897,11.907
645.75,14261,-6.4964,11.907
744.5,14176,-6.5532,11.907
921.25,14301,-6.0053,11.907
1082.5,14766,-3.1522,11.907
1190.3,13960,0,11.907
1143.8,13288,1.6543,11.907
1089.8,12813,0.2304,11.907
1029,12161,-2.3736,11.907
935.75,11520,-3.3265,11.907
810.5,10928,-5.7591,11.907
673.5,10655,-6.685,11.907
601.5,10417,-7.2162,11.907
545.5,10167,-7.554,11.907
477.5,10084,-8.1784,11.907
454,10188,-8.5721,11.907
428.5,10364,-7.8377,11.907
410,10605,-3.9861,11.907
365.5,11033,-0.75799,11.907
303.25,11907,0.24353,11.907
245.25,12628,-0.6933,11.907
184.25,13177,-2.2254,11.907
142.25,13702,-3.3214,11.907
123,14077,-4.5531,11.907
133.5,14165,-5.8897,11.907
149.25,14165,-6.4964,11.907
171,14220,-6.5532,11.907
200.5,14346,-6.0053,11.907
221.75,15057,-3.1522,11.907
211.5,14611,0,11.907
151.75,14170,1.6543,11.907
97,13827,0.2304,11.907
55,13250,-2.3736,11.907
35.5,12607,-3.3265,11.907
33,11866,-5.7591,11.907
38,11412,-6.685,11.907
41.5,11151,-7.2162,11.907
54,10951,-7.554,11.907
71.75,10956,-8.1784,11.907
106.5,11106,-8.5721,11.907
151.5,11689,-7.8377,11.907
189.75,13079,-3.9861,11.907
224,15133,-0.75799,11.907
242,16985,0.24353,11.907
246.5,17603,-0.6933,11.907
242.75,17680,-2.2254,11.907
236.75,17495,-3.3214,11.907
252,17051,-4.5531,11.907
292.5,16868,-5.8897,11.907
343,16805,-6.4964,11.907
428.75,16799,-6.5532,11.907
581.5,16979,-6.0053,11.907
756.5,17400,-3.1522,11.907
863.25,16363,0,11.907
965.75,15559,1.6543,11.907
1092.5,14831,0.2304,11.907
1179.5,13858,-2.3736,11.907
1282.8,12835,-3.3265,11.907
1403.8,12151,-5.7591,11.907
1617.3,11603,-6.685,11.907
1773.8,11087,-7.2162,11.907
1936.3,10686,-7.554,11.907
2115.5,10444,-8.1784,11.907
2269.5,10319,-8.5721,11.907
2352,10651,-7.8377,11.907
2404.3,11750,-3.9861,11.907
2487.5,13532,-0.75799,11.907
2566.5,14768,0.24353,11.907
2618.8,15082,-0.6933,11.907
2606.5,15256,-2.2254,11.907
2567,15264,-3.3214,11.907
2460.5,15116,-4.5531,11.907
2195.3,15153,-5.8897,11.907
1890.3,15161,-6.4964,11.907
1628.3,15260,-6.5532,11.907
1496.3,15493,-6.0053,11.907
1339.8,16228,-3.1522,11.907
1198.8,15546,0,11.907
1095.8,14978,1.6543,11.907
988.25,14378,0.2304,11.907
881.75,13466,-2.3736,11.907
834.75,12488,-3.3265,11.907
796.5,11661,-5.7591,11.907
732,11083,-6.685,11.907
631.25,10656,-7.2162,11.907
497.25,10417,-7.554,11.907
381.75,10326,-8.1784,11.907
331.25,10422,-8.5721,11.907
291.5,10977,-7.8377,11.907
251,12468,-3.9861,11.907
220.75,14741,-0.75799,11.907
198.25,16534,0.24353,11.907
189.5,17161,-0.6933,11.907
190.75,17045,-2.2254,11.907
197.5,16891,-3.3214,11.907
203.75,16558,-4.5531,11.907
200,16529,-5.8897,11.907
192.75,16614,-6.4964,11.907
201,16747,-6.5532,11.907
222.25,17052,-6.0053,11.907
245.75,17870,-3.1522,11.907
255.5,16803,0,11.907
218.75,15952,1.6543,11.907
180,15209,0.2304,11.907
143.25,14396,-2.3736,11.907
116.75,13449,-3.3265,11.907
106.25,12852,-5.7591,11.907
105.5,12392,-6.685,11.907
85.25,12015,-7.2162,11.907
68.25,11614,-7.554,11.907
54.75,11496,-8.1784,11.907
63.5,11616,-8.5721,11.907
72.75,12121,-7.8377,11.907
86.5,13600,-3.9861,11.907
102,15867,-0.75799,11.907
108.5,17807,0.24353,11.907
105.75,18483,-0.6933,11.907
98.75,18441,-2.2254,11.907
82.75,18228,-3.3214,11.907
64,17884,-4.5531,11.907
68.75,17769,-5.8897,11.907
83,17660,-6.4964,11.907
66.75,17785,-6.5532,11.907
62.5,17977,-6.0053,11.907
74.5,18675,-3.1522,11.907
88,17652,0,11.907
89.25,16935,1.6543,11.907
94,16116,0.2304,11.907
92.25,15094,-2.3736,11.907
94.5,13998,-3.3265,11.907
101.5,13144,-5.7591,11.907
168.5,12714,-6.685,11.907
166.5,12303,-7.2162,11.907
172.25,12034,-7.554,11.907
193.5,11947,-8.1784,11.907
252.25,12059,-8.5721,11.907
330.5,12553,-7.8377,11.907
439.75,13817,-3.9861,11.907
587.5,15999,-0.75799,11.907
758.25,17816,0.24353,11.907
956.5,18407,-0.6933,11.907
1218.8,18276,-2.2254,11.907
1495.3,18033,-3.3214,11.907
1795,17770,-4.5531,11.907
2136.8,17706,-5.8897,11.907
2435.5,17684,-6.4964,11.907
2676.3,17758,-6.5532,11.907
2749.8,17828,-6.0053,11.907
2759,18271,-3.1522,11.907
2729,17299,0,11.907
2714.8,16453,1.6543,11.907
2700.8,15652,0.2304,11.907
2671,14603,-2.3736,11.907
2603.3,13661,-3.3265,11.907
2510,12952,-5.7591,11.907
2384.3,12572,-6.685,11.907
2499.5,12027,-7.2162,11.907
2678,11499,-7.554,11.907
2860.3,11161,-8.1784,11.907
3011.5,10913,-8.5721,11.907
3080,10973,-7.8377,11.907
2998,11440,-3.9861,11.907
2732.8,12179,-0.75799,11.907
2492.3,13410,0.24353,11.907
2358,14479,-0.6933,11.907
2327.5,15047,-2.2254,11.907
2338.8,15012,-3.3214,11.907
2390,14849,-4.5531,11.907
2391,14631,-5.8897,11.907
2385.3,14523,-6.4964,11.907
2467,14550,-6.5532,11.907
2628,14760,-6.0053,11.907
2793.3,15467,-3.1522,11.907
2929.5,14867,0,11.907
3079.5,14113,1.6543,11.907
3257,13499,0.2304,11.907
3362.3,12792,-2.3736,11.907
3395.5,12252,-3.3265,11.907
3473.8,11674,-5.7591,11.907
3466.8,11518,-6.685,11.907
3355.5,11255,-7.2162,11.907
3251.8,10915,-7.554,11.907
3161.3,10748,-8.1784,11.907
3025,10734,-8.5721,11.907
2934.8,10832,-7.8377,11.907
2803,11061,-3.9861,11.907
2695.3,11452,-0.75799,11.907
2469.8,12279,0.24353,11.907
2229.5,13002,-0.6933,11.907
2138.3,13380,-2.2254,11.907
2155.5,13624,-3.3214,11.907
2238.8,13831,-4.5531,11.907
2320.8,13800,-5.8897,11.907
2466,13782,-6.4964,11.907
2699.8,13909,-6.5532,11.907
2991.8,14197,-6.0053,11.907
3272.3,15114,-3.1522,11.907
3446.5,14825,0,11.907
3468.5,14358,1.6543,11.907
3355.8,13995,0.2304,11.907
3212.8,13378,-2.3736,11.907
3184,12695,-3.3265,11.907
3269.8,11984,-5.7591,11.907
2642,11643,-6.685,11.907
2704.5,11506,-7.2162,11.907
2814,11360,-7.554,11.907
2935.3,11416,-8.1784,11.907
2985.3,11615,-8.5721,11.907
3031.5,12234,-7.8377,11.907
3065,13899,-3.9861,11.907
3137.8,16448,-0.75799,11.907
3250.3,18541,0.24353,11.907
3349,18958,-0.6933,11.907
3350.8,18664,-2.2254,11.907
3368,18163,-3.3214,11.907
3354,17566,-4.5531,11.907
3262.3,17418,-5.8897,11.907
3092.5,17416,-6.4964,11.907
2900,17618,-6.5532,11.907
2746.8,17911,-6.0053,11.907
2581.8,18503,-3.1522,11.907
2428.3,17535,0,11.907
2325.3,16646,1.6543,11.907
2153.3,15855,0.2304,11.907
2038.5,14850,-2.3736,11.907
1851.5,13626,-3.3265,11.907
1661.5,12714,-5.7591,11.907
1081,12173,-6.685,11.907
1039.5,11510,-7.2162,11.907
1071,11038,-7.554,11.907
1054.8,10824,-8.1784,11.907
1138,10773,-8.5721,11.907
1257,11204,-7.8377,11.907
1359.8,12681,-3.9861,11.907
1442.3,15260,-0.75799,11.907
1518,17030,0.24353,11.907
1555.3,17392,-0.6933,11.907
1552,17424,-2.2254,11.907
1601.3,17318,-3.3214,11.907
1665,17160,-4.5531,11.907
1631,17257,-5.8897,11.907
1470.3,17311,-6.4964,11.907
1327.3,17420,-6.5532,11.907
1382,17472,-6.0053,11.907
1500.8,17935,-3.1522,11.907
1602.5,16969,0,11.907
1639,16207,1.6543,11.907
1631.5,15477,0.2304,11.907
1554,14432,-2.3736,11.907
1448.5,13291,-3.3265,11.907
1323.8,12428,-5.7591,11.907
1278.8,12315,-6.685,11.907
1223.8,11843,-7.2162,11.907
1202.8,11527,-7.554,11.907
1116,11342,-8.1784,11.907
979.25,11491,-8.5721,11.907
866.75,12025,-7.8377,11.907
753.75,13584,-3.9861,11.907
665.5,16062,-0.75799,11.907
618.25,17888,0.24353,11.907
579,18358,-0.6933,11.907
508.75,18189,-2.2254,11.907
426.5,17942,-3.3214,11.907
379.25,17454,-4.5531,11.907
374.75,17604,-5.8897,11.907
379.25,17792,-6.4964,11.907
391.25,17913,-6.5532,11.907
377.25,18069,-6.0053,11.907
381,18584,-3.1522,11.907
403,17512,0,11.907
431.75,16619,1.6543,11.907
485.5,15799,0.2304,11.907
549.5,14858,-2.3736,11.907
606.5,13914,-3.3265,11.907
665.75,13277,-5.7591,11.907
337.25,12695,-6.685,11.907
391,12227,-7.2162,11.907
471,11807,-7.554,11.907
627.25,11695,-8.1784,11.907
779.25,11790,-8.5721,11.907
901.5,12319,-7.8377,11.907
1004.5,13903,-3.9861,11.907
987,16400,-0.75799,11.907
951.75,18289,0.24353,11.907
962.5,18922,-0.6933,11.907
1005.5,18811,-2.2254,11.907
979.25,18565,-3.3214,11.907
817.25,17999,-4.5531,11.907
697.25,18075,-5.8897,11.907
635.25,18051,-6.4964,11.907
651.25,18189,-6.5532,11.907
786,18364,-6.0053,11.907
945,18918,-3.1522,11.907
1105.8,18025,0,11.907
1290,17298,1.6543,11.907
1566.3,16430,0.2304,11.907
1834,15363,-2.3736,11.907
2019.3,14264,-3.3265,11.907
2116.5,13346,-5.7591,11.907
2013.8,12964,-6.685,0
2091.3,12615,-7.2162,0
2141,12318,-7.554,0
2198.5,12233,-8.1784,0
2103.3,12353,-8.5721,0
1938.5,12850,-7.8377,0
1741.8,14292,-3.9861,0
1514.5,16713,-0.75799,0
1231.5,18573,0.24353,0
1005.3,19072,-0.6933,0
863.5,18899,-2.2254,0
692.5,18604,-3.3214,0
559.25,18265,-4.5531,0
437.75,18207,-5.8897,0
353.25,18174,-6.4964,0
304.5,18137,-6.5532,0
292,18022,-6.0053,0
314.25,18339,-3.1522,0
363.5,17401,0,0
389.75,16486,1.6543,0
396.25,15672,0.2304,0
404.25,14526,-2.3736,0
387.25,13581,-3.3265,0
368.25,12844,-5.7591,0
555,12467,-6.685,0
634.25,11912,-7.2162,0
686,11377,-7.554,0
674,11157,-8.1784,0
678,10923,-8.5721,0
739.75,11004,-7.8377,0
764.75,11495,-3.9861,0
774.25,12166,-0.75799,0
789.75,13436,0.24353,0
811.75,14535,-0.6933,0
829,15096,-2.2254,0
851,15036,-3.3214,0
797.75,14855,-4.5531,0
714,14557,-5.8897,0
614,14401,-6.4964,0
533.5,14345,-6.5532,0
505.25,14554,-6.0053,0
512.5,15189,-3.1522,0
522,14609,0,0
536.75,13771,1.6543,0
574.25,13142,0.2304,0
642.25,12366,-2.3736,0
765.75,11792,-3.3265,0
931.75,11187,-5.7591,0
1160.5,10995,-6.685,0
1101.5,10627,-7.2162,0
1130.8,10343,-7.554,0
1086.5,10207,-8.1784,0
1073.5,10224,-8.5721,0
1010.3,10385,-7.8377,0
925,10654,-3.9861,0
743.5,11028,-0.75799,0
679.5,11990,0.24353,0
619.75,12751,-0.6933,0
653.75,13102,-2.2254,0
831.75,13330,-3.3214,0
801.5,13493,-4.5531,0
762.75,13428,-5.8897,0
676.75,13353,-6.4964,0
591.5,13356,-6.5532,0
557.75,13580,-6.0053,0
553.25,14429,-3.1522,0
640,14297,0,0
817.25,13666,1.6543,0
1034.5,13248,0.2304,0
1308.8,12547,-2.3736,0
1571.8,11879,-3.3265,0
1764.5,11311,-5.7591,0
2124.5,10981,-6.685,0
2291.3,10889,-7.2162,0
2449,10778,-7.554,0
2557,10842,-8.1784,0
2629,11095,-8.5721,0
2685.8,11621,-7.8377,0
2779,13200,-3.9861,0
2942.8,15747,-0.75799,0
3071.5,17878,0.24353,0
3166,18340,-0.6933,0
3234,18026,-2.2254,0
3313,17408,-3.3214,0
3378.5,16790,-4.5531,0
3413.3,16762,-5.8897,0
3422.3,16950,-6.4964,0
3426.3,17376,-6.5532,0
3405.5,17824,-6.0053,0
3337,18508,-3.1522,0
3245,17904,0,0
3128,17141,1.6543,0
2986,16422,0.2304,0
2818.3,15394,-2.3736,0
2654,14319,-3.3265,0
2500.5,13376,-5.7591,0
1610.8,12842,-6.685,0
1383,12310,-7.2162,0
