x y
484178.55 5715990.05
485734.063082379 5715771.43689301
487289.576164758 5715552.82378602
488845.089247138 5715334.21067904
490400.602329517 5715115.59757205
491956.115411896 5714896.98446506
493511.628494276 5714678.37135807
495067.141576655 5714459.75825108
496622.654659034 5714241.1451441
498178.167741413 5714022.53203711
484397.163106988 5717545.56308238
485952.676189367 5717326.94997539
487508.189271747 5717108.3368684
489063.702354126 5716889.72376142
490619.215436505 5716671.11065443
492174.728518884 5716452.49754744
493730.241601264 5716233.88444045
495285.754683643 5716015.27133346
496841.267766022 5715796.65822647
498396.780848401 5715578.04511949
484615.776213976 5719101.07616476
486171.289296355 5718882.46305777
487726.802378735 5718663.84995078
489282.315461114 5718445.23684379
490837.828543493 5718226.62373681
492393.341625872 5718008.01062982
493948.854708252 5717789.39752283
495504.367790631 5717570.78441584
497059.88087301 5717352.17130885
498615.393955389 5717133.55820187
484834.389320964 5720656.58924714
486389.902403344 5720437.97614015
487945.415485723 5720219.36303316
489500.928568102 5720000.74992617
491056.441650481 5719782.13681919
492611.954732861 5719563.5237122
494167.46781524 5719344.91060521
495722.980897619 5719126.29749822
497278.493979998 5718907.68439123
498834.007062378 5718689.07128425
485053.002427952 5722212.10232952
486608.515510332 5721993.48922253
488164.028592711 5721774.87611554
489719.54167509 5721556.26300855
491275.054757469 5721337.64990157
492830.567839849 5721119.03679458
494386.080922228 5720900.42368759
495941.594004607 5720681.8105806
497497.107086986 5720463.19747361
499052.620169366 5720244.58436662
485271.61553494 5723767.6154119
486827.12861732 5723549.00230491
488382.641699699 5723330.38919792
489938.154782078 5723111.77609093
491493.667864457 5722893.16298394
493049.180946837 5722674.54987696
494604.694029216 5722455.93676997
496160.207111595 5722237.32366298
497715.720193974 5722018.71055599
499271.233276354 5721800.097449
485490.228641928 5725323.12849427
487045.741724308 5725104.51538729
488601.254806687 5724885.9022803
490156.767889066 5724667.28917331
491712.280971445 5724448.67606632
493267.794053825 5724230.06295933
494823.307136204 5724011.44985235
496378.820218583 5723792.83674536
497934.333300962 5723574.22363837
499489.846383342 5723355.61053138
485708.841748916 5726878.64157665
487264.354831296 5726660.02846967
488819.867913675 5726441.41536268
490375.380996054 5726222.80225569
491930.894078433 5726004.1891487
493486.407160813 5725785.57604171
495041.920243192 5725566.96293473
496597.433325571 5725348.34982774
498152.946407951 5725129.73672075
499708.45949033 5724911.12361376
485927.454855905 5728434.15465903
487482.967938284 5728215.54155205
489038.481020663 5727996.92844506
490593.994103042 5727778.31533807
492149.507185422 5727559.70223108
493705.020267801 5727341.08912409
495260.53335018 5727122.47601711
496816.046432559 5726903.86291012
498371.559514939 5726685.24980313
499927.072597318 5726466.63669614
486146.067962893 5729989.66774141
487701.581045272 5729771.05463442
489257.094127651 5729552.44152744
490812.60721003 5729333.82842045
492368.12029241 5729115.21531346
493923.633374789 5728896.60220647
495479.146457168 5728677.98909948
497034.659539547 5728459.3759925
498590.172621927 5728240.76288551
500145.685704306 5728022.14977852
