x/c     y/c
1	0.0025
0.9966	0.0034
0.9931	0.0044
0.9896	0.0054
0.9860	0.0064
0.9824	0.0074
0.9786	0.0084
0.9748	0.0095
0.9710	0.0105
0.9671	0.0116
0.9631	0.0126
0.9590	0.0137
0.9549	0.0148
0.9507	0.0159
0.9465	0.0170
0.9422	0.0181
0.9378	0.0192
0.9333	0.0204
0.9288	0.0215
0.9243	0.0227
0.9196	0.0239
0.9149	0.0251
0.9101	0.0263
0.9053	0.0275
0.9004	0.0287
0.8954	0.0300
0.8904	0.0313
0.8853	0.0325
0.8801	0.0338
0.8749	0.0352
0.8696	0.0365
0.8643	0.0378
0.8588	0.0392
0.8533	0.0406
0.8478	0.0420
0.8422	0.0434
0.8365	0.0448
0.8307	0.0462
0.8249	0.0477
0.8190	0.0491
0.8131	0.0506
0.8071	0.0521
0.8010	0.0536
0.7948	0.0551
0.7886	0.0566
0.7824	0.0581
0.7760	0.0597
0.7696	0.0612
0.7631	0.0628
0.7566	0.0643
0.7500	0.0659
0.7433	0.0675
0.7367	0.0690
0.7300	0.0706
0.7233	0.0722
0.7167	0.0737
0.7100	0.0753
0.7033	0.0768
0.6967	0.0783
0.6900	0.0798
0.6833	0.0813
0.6767	0.0828
0.6700	0.0843
0.6633	0.0857
0.6567	0.0872
0.6500	0.0886
0.6433	0.0901
0.6367	0.0915
0.6300	0.0929
0.6233	0.0943
0.6167	0.0957
0.6100	0.0970
0.6033	0.0984
0.5967	0.0997
0.5900	0.1010
0.5833	0.1023
0.5767	0.1036
0.5700	0.1049
0.5633	0.1061
0.5567	0.1073
0.5500	0.1086
0.5433	0.1097
0.5367	0.1109
0.5300	0.1121
0.5233	0.1132
0.5167	0.1143
0.5100	0.1154
0.5033	0.1165
0.4967	0.1175
0.4900	0.1185
0.4833	0.1195
0.4767	0.1205
0.4700	0.1215
0.4633	0.1224
0.4567	0.1233
0.4500	0.1242
0.4433	0.1250
0.4367	0.1258
0.4300	0.1266
0.4233	0.1273
0.4167	0.1281
0.4100	0.1287
0.4033	0.1294
0.3967	0.1300
0.3900	0.1306
0.3833	0.1311
0.3767	0.1316
0.3700	0.1321
0.3633	0.1325
0.3567	0.1329
0.3500	0.1332
0.3433	0.1335
0.3367	0.1338
0.3300	0.1340
0.3233	0.1341
0.3167	0.1342
0.3100	0.1342
0.3033	0.1342
0.2967	0.1341
0.2900	0.1340
0.2833	0.1338
0.2767	0.1335
0.2700	0.1332
0.2633	0.1328
0.2567	0.1323
0.2500	0.1317
0.2434	0.1311
0.2369	0.1304
0.2305	0.1295
0.2242	0.1287
0.2180	0.1277
0.2118	0.1267
0.2058	0.1256
0.1998	0.1244
0.1940	0.1232
0.1882	0.1220
0.1825	0.1207
0.1768	0.1193
0.1713	0.1179
0.1659	0.1164
0.1605	0.1149
0.1553	0.1134
0.1501	0.1118
0.1450	0.1102
0.1400	0.1086
0.1351	0.1069
0.1303	0.1052
0.1255	0.1035
0.1209	0.1017
0.1163	0.0999
0.1118	0.0981
0.1075	0.0963
0.1032	0.0944
0.0989	0.0925
0.0948	0.0906
0.0908	0.0887
0.0868	0.0867
0.0830	0.0848
0.0792	0.0828
0.0755	0.0808
0.0719	0.0788
0.0684	0.0768
0.0650	0.0748
0.0616	0.0727
0.0584	0.0707
0.0552	0.0687
0.0522	0.0666
0.0492	0.0645
0.0463	0.0625
0.0435	0.0604
0.0408	0.0584
0.0381	0.0563
0.0356	0.0542
0.0331	0.0522
0.0308	0.0501
0.0285	0.0481
0.0263	0.0460
0.0242	0.0440
0.0222	0.0420
0.0202	0.0400
0.0184	0.0380
0.0166	0.0360
0.0150	0.0341
0.0134	0.0321
0.0119	0.0302
0.0105	0.0283
0.0092	0.0264
0.0079	0.0245
0.0068	0.0227
0.0057	0.0208
0.0048	0.0190
0.0039	0.0173
0.0031	0.0155
0.0024	0.0137
0.0018	0.0119
0.0012	0.0101
8.0000e-04	0.0082
4.4000e-04	0.0061
